aX,aY,aZ,gX,gY,gZ
0.885,0.136,0.347,2.93,-2.441,0.977
0.889,0.152,0.359,2.258,-3.601,2.93
0.894,0.165,0.368,1.892,-3.662,2.93
0.899,0.158,0.375,2.136,-3.052,1.282
0.903,0.142,0.375,1.953,-1.648,0.305
0.904,0.122,0.372,0.793,0,0.183
0.899,0.108,0.372,1.587,-0.366,0.793
,,,,,
0.579,2.266,-0.501,-78.491,20.264,83.374
0.512,2.378,-0.571,-102.722,6.165,60.303
0.477,2.289,-0.541,-120.667,-7.324,37.537
0.409,2.165,-0.437,-134.338,-28.32,7.385
0.387,1.999,-0.314,-144.348,-49.561,-18.555
0.381,1.768,-0.173,-161.56,-67.139,-42.358
0.387,1.516,-0.024,-176.636,-82.947,-65.063
0.424,1.23,0.161,-171.692,-98.389,-90.393
0.446,0.917,0.362,-157.654,-110.229,-114.99
0.45,0.585,0.538,-140.198,-118.713,-134.033
0.561,0.289,0.795,-122.375,-115.906,-141.174
0.562,-0.025,0.922,-111.206,-116.455,-140.869
0.587,-0.21,1.08,-117.981,-106.873,-130.493
0.615,-0.437,1.158,-116.516,-102.356,-113.098
0.609,-0.479,1.192,-104.614,-94.055,-105.713
0.666,-0.45,1.173,-90.759,-83.679,-96.008
0.721,-0.377,1.08,-88.867,-75.562,-84.29
0.761,-0.361,1.023,-93.201,-65.491,-80.627
0.798,-0.382,0.998,-92.407,-61.157,-82.458
0.823,-0.413,1.003,-84.656,-59.57,-83.435
0.869,-0.466,1,-76.294,-56.458,-76.965
0.859,-0.462,0.986,-74.585,-51.147,-67.383
0.876,-0.423,0.973,-75.134,-41.931,-59.753
0.858,-0.335,0.924,-69.824,-34.607,-52.856
0.872,-0.255,0.885,-57.251,-28.32,-46.631
0.874,-0.219,0.853,-51.086,-23.437,-41.626
0.881,-0.232,0.848,-48.706,-22.095,-42.786
0.889,-0.255,0.867,-38.513,-21.851,-42.236
0.899,-0.285,0.869,-28.564,-19.897,-36.865
0.895,-0.25,0.847,-30.701,-14.343,-32.837
0.882,-0.212,0.8,-33.142,-8.972,-26.001
0.879,-0.16,0.742,-30.396,-3.784,-22.034
0.878,-0.096,0.683,-26.733,0.061,-19.531
0.877,-0.04,0.628,-23.499,2.869,-18.616
0.872,-0.003,0.584,-21.484,3.967,-20.447
0.877,0,0.557,-18.982,2.563,-24.109
0.89,-0.04,0.548,-17.883,-0.305,-28.137
0.89,-0.105,0.551,-17.212,-3.845,-29.602
0.895,-0.161,0.552,-14.648,-4.517,-27.222
0.87,-0.177,0.555,-13.611,-4.7,-21.179
0.942,-0.169,0.549,-15.381,-4.944,-19.531
0.923,-0.139,0.535,-23.193,0.977,-11.23
0.928,-0.088,0.522,-21.79,7.568,-5.432
0.93,-0.057,0.479,-21.973,8.728,-3.845
0.929,-0.04,0.461,-17.029,11.353,-6.714
0.921,-0.043,0.436,-7.935,9.705,-10.559
0.921,-0.069,0.41,-2.197,7.446,-11.719
0.934,-0.081,0.415,0,5.066,-13.062
0.914,-0.081,0.412,4.15,1.465,-10.254
0.907,-0.057,0.41,3.784,0.732,-5.554
0.904,-0.011,0.411,-0.366,0.122,1.099
0.899,0.031,0.417,-4.15,1.221,8.301
0.888,0.06,0.405,-3.784,4.395,10.681
0.879,0.089,0.398,0.061,5.92,8.423
0.876,0.107,0.403,5.859,6.592,5.188
0.874,0.101,0.4,12.451,4.883,1.465
0.876,0.092,0.393,12.146,4.089,-0.122
0.872,0.096,0.386,9.216,2.625,0.977
0.866,0.107,0.373,7.812,3.113,1.343
0.854,0.128,0.361,8.057,3.601,0.671
0.848,0.132,0.361,10.193,1.343,0.061
0.841,0.133,0.363,7.446,-1.221,2.136
0.842,0.137,0.371,2.93,-2.136,3.662
0.849,0.139,0.386,-0.244,-2.502,2.747
0.849,0.119,0.401,1.282,-4.761,0.793
0.855,0.099,0.413,3.784,-6.287,-1.465
0.86,0.084,0.422,5.493,-7.69,-1.282
0.867,0.084,0.431,6.897,-7.324,-0.977
0.875,0.088,0.439,7.141,-5.249,-1.16
0.877,0.105,0.441,8.362,-5.798,-1.282
0.883,0.125,0.444,6.836,-5.92,-0.122
0.878,0.133,0.439,5.554,-4.028,-1.16
0.873,0.133,0.432,4.517,-3.784,-0.732
0.87,0.127,0.422,2.258,-2.502,-1.343
0.877,0.118,0.414,2.258,-4.395,-0.366
0.885,0.113,0.406,2.502,-4.333,-0.366
0.885,0.114,0.408,2.869,-5.005,0.305
0.892,0.12,0.414,3.357,-4.456,-0.061
0.892,0.125,0.427,6.042,-5.31,-0.732
0.895,0.125,0.438,5.066,-4.456,-0.305
0.894,0.117,0.436,2.991,-1.465,-1.404
0.888,0.102,0.427,5.188,-1.099,-2.869
0.89,0.098,0.414,6.592,-1.221,-2.991
0.886,0.084,0.407,6.47,0.183,-2.563
0.883,0.084,0.396,6.531,0.793,-1.404
0.877,0.092,0.384,5.31,-0.122,1.77
0.872,0.106,0.384,4.578,-1.221,4.883
0.876,0.124,0.388,4.578,-2.075,5.432
0.878,0.145,0.394,2.991,-3.54,7.69
0.879,0.159,0.398,2.686,-2.38,7.935
0.883,0.167,0.4,4.7,-1.587,5.859
0.892,0.157,0.406,6.165,-3.052,4.761
0.898,0.149,0.411,4.883,-1.648,4.639
0.902,0.156,0.412,5.31,-1.038,4.578
0.907,0.168,0.411,4.7,-1.16,5.554
0.902,0.18,0.409,5.798,0.061,5.493
0.904,0.191,0.403,6.287,-0.549,6.409
0.899,0.2,0.398,4.028,1.587,6.47
0.892,0.22,0.386,5.615,1.831,5.493
0.889,0.219,0.379,6.897,1.221,4.7
0.887,0.21,0.375,6.47,1.404,2.502
0.891,0.191,0.381,6.836,-0.366,1.709
0.892,0.179,0.389,4.761,0.244,0.977
0.897,0.177,0.398,3.662,-0.916,1.953
0.899,0.179,0.402,2.808,-0.488,2.258
0.896,0.18,0.403,2.38,-1.526,3.418
0.891,0.194,0.405,1.282,0.305,3.418
0.894,0.205,0.403,2.075,0.366,2.93
0.892,0.206,0.395,3.54,1.831,1.038
0.891,0.193,0.392,6.042,2.014,-0.61
0.888,0.184,0.39,6.775,3.296,-2.625
0.889,0.175,0.391,8.545,2.075,-3.601
0.889,0.159,0.381,8.301,2.319,-3.357
0.88,0.156,0.365,7.08,4.15,-3.418
0.877,0.163,0.352,8.545,3.113,-3.113
0.87,0.165,0.342,8.362,1.648,-2.014
0.87,0.167,0.337,4.822,0.122,0.732
0.869,0.164,0.34,0.977,0.366,1.221
0.871,0.158,0.347,2.075,-1.038,0.549
,,,,,
0.672,2.108,-0.266,0.732,10.132,80.078
0.665,2.355,-0.447,-32.654,6.897,63.293
0.594,2.628,-0.66,-65.186,-1.343,38.452
0.558,2.63,-0.657,-75.439,-13,17.334
0.567,2.502,-0.569,-90.698,-30.823,-1.526
0.539,2.305,-0.35,-115.417,-56.763,-29.541
0.5,2.058,-0.072,-130.066,-80.933,-59.814
0.478,1.757,0.195,-130.432,-96.191,-89.05
0.446,1.392,0.429,-126.343,-102.722,-113.342
0.44,1.026,0.62,-125.183,-100.281,-132.324
0.405,0.685,0.763,-121.582,-95.215,-141.235
0.406,0.391,0.82,-118.53,-87.28,-138.367
0.455,0.157,0.786,-123.901,-81.726,-127.563
0.416,-0.066,0.698,-135.376,-78.552,-118.774
0.447,-0.228,0.725,-135.62,-78.43,-111.633
0.49,-0.329,0.761,-129.333,-88.806,-102.966
0.542,-0.414,0.82,-118.896,-91.675,-91.309
0.599,-0.449,0.876,-109.985,-92.285,-80.444
0.645,-0.415,0.926,-97.351,-88.806,-69.885
0.706,-0.359,0.92,-75.195,-81.909,-63.293
0.715,-0.34,0.896,-62.256,-70.618,-59.387
0.709,-0.33,0.881,-67.688,-62.744,-54.932
0.703,-0.319,0.945,-70.557,-58.533,-53.894
0.754,-0.327,0.999,-61.951,-57.19,-52.368
0.752,-0.31,1.018,-51.392,-53.528,-49.561
0.755,-0.307,1.009,-46.753,-46.936,-46.326
0.748,-0.271,0.993,-47.302,-39.551,-41.443
0.742,-0.231,0.956,-42.969,-35.461,-37.476
0.727,-0.184,0.903,-36.865,-29.968,-35.828
0.734,-0.14,0.861,-38.208,-23.987,-34.18
0.74,-0.136,0.808,-43.579,-19.165,-31.982
0.724,-0.13,0.791,-49.255,-15.808,-34.668
0.767,-0.162,0.8,-39.917,-16.907,-33.569
0.782,-0.182,0.797,-25.696,-19.775,-32.593
0.789,-0.186,0.793,-18.799,-16.785,-34.18
0.794,-0.158,0.755,-17.517,-12.085,-33.569
0.784,-0.125,0.696,-16.968,-7.202,-30.762
0.773,-0.082,0.643,-18.982,-3.174,-28.442
0.767,-0.048,0.601,-21.179,-0.183,-25.879
0.764,-0.011,0.554,-21.667,1.099,-24.963
0.772,0.007,0.515,-20.569,0.366,-24.963
0.786,0.003,0.501,-19.653,-2.808,-25.574
0.799,-0.024,0.514,-18.982,-7.629,-27.039
0.829,-0.076,0.545,-16.418,-13,-29.785
0.847,-0.115,0.587,-16.541,-14.404,-28.32
0.849,-0.117,0.625,-16.602,-12.878,-24.414
0.875,-0.153,0.613,-14.099,-11.414,-15.808
0.881,-0.11,0.612,-16.968,-7.019,-11.536
0.876,-0.074,0.6,-17.822,-2.136,-6.409
0.87,-0.026,0.577,-21.118,2.808,-2.075
0.863,0.021,0.556,-21.851,5.859,1.526
0.856,0.061,0.543,-19.775,5.554,4.028
0.851,0.089,0.531,-19.47,3.723,5.005
0.849,0.105,0.534,-18.494,1.587,3.601
0.849,0.11,0.55,-14.648,-1.221,0.916
0.853,0.105,0.565,-9.644,-2.197,-2.136
0.858,0.092,0.569,-8.911,-0.549,-3.601
0.853,0.091,0.568,-10.376,1.526,-2.197
0.848,0.108,0.563,-9.827,2.991,0.061
0.838,0.127,0.54,-8.85,8.24,0.061
0.829,0.145,0.508,-8.484,12.512,-0.061
0.821,0.153,0.485,-8.789,12.939,-0.671
0.821,0.136,0.455,-9.46,10.864,-0.854
0.807,0.138,0.473,-9.888,6.958,-1.953
0.846,0.139,0.459,-11.108,2.38,-9.338
0.833,0.106,0.484,-15.503,3.052,-5.798
0.842,0.096,0.497,-15.503,0.183,-5.798
0.845,0.104,0.502,-14.16,-3.479,-3.418
0.843,0.109,0.514,-9.644,-3.906,-2.563
0.859,0.117,0.527,-8.667,-3.723,-3.174
0.833,0.122,0.513,-10.925,-2.319,-2.136
0.846,0.13,0.508,-11.108,-0.366,-2.625
0.856,0.129,0.512,-12.146,0,-2.258
0.844,0.113,0.512,-10.498,-0.305,-2.747
0.849,0.102,0.513,-11.169,0.61,-3.357
0.849,0.101,0.497,-13.611,2.808,-3.662
0.845,0.103,0.49,-11.353,2.625,-3.113
0.831,0.133,0.482,-7.874,0.732,-2.93
0.84,0.116,0.462,-3.967,0.122,-1.648
0.826,0.126,0.45,-4.944,3.113,-0.366
0.824,0.131,0.447,-1.099,0.366,-2.014
0.829,0.125,0.453,2.625,-3.052,-3.662
0.83,0.111,0.474,3.845,-3.174,-4.883
0.842,0.113,0.49,3.967,-4.15,-4.333
0.848,0.116,0.492,4.761,-2.38,-4.517
0.849,0.127,0.485,3.601,-0.244,-2.991
0.85,0.129,0.476,4.639,-0.305,-2.014
0.851,0.147,0.469,3.479,1.587,-1.038
0.847,0.158,0.458,1.77,2.502,0.366
0.846,0.165,0.448,-0.122,1.892,1.953
0.841,0.167,0.443,-1.221,0.732,2.686
0.841,0.167,0.444,0.366,-0.732,3.235
0.847,0.171,0.452,-0.977,-1.16,3.845
0.852,0.176,0.461,-2.625,-1.465,4.211
0.853,0.18,0.466,-0.183,-2.502,3.174
0.856,0.185,0.472,2.319,-3.601,2.747
0.858,0.188,0.472,2.563,-2.686,1.526
0.856,0.195,0.475,4.15,-2.625,1.038
0.853,0.199,0.475,4.822,-1.526,-0.122
0.854,0.192,0.472,3.906,-1.343,-1.16
0.859,0.191,0.469,2.441,-0.488,-2.075
0.857,0.18,0.462,3.174,0.244,-2.991
0.858,0.17,0.458,3.906,0.61,-3.418
0.857,0.16,0.452,2.808,1.038,-3.296
0.855,0.159,0.452,2.014,0.549,-2.441
0.854,0.158,0.459,3.967,-2.136,-1.526
0.853,0.167,0.469,5.005,-1.404,-1.648
0.85,0.176,0.475,6.165,-1.465,-1.648
0.845,0.18,0.473,5.615,-0.427,-1.587
0.841,0.177,0.475,5.92,-0.916,-1.404
0.843,0.174,0.476,5.188,0.244,-1.953
0.839,0.172,0.475,2.38,0.916,-0.366
0.839,0.163,0.471,1.709,0.916,0.183
0.838,0.166,0.463,-1.343,2.197,1.526
0.836,0.174,0.455,-0.977,1.404,3.418
0.833,0.187,0.446,0.305,1.221,3.235
0.834,0.199,0.439,1.282,1.16,2.93
0.836,0.196,0.429,2.502,0.854,1.709
0.834,0.192,0.423,0.671,1.343,0.549
