aX,aY,aZ,gX,gY,gZ
0.85,0.17,0.511,22.766,-7.69,-1.892
0.842,0.179,0.518,27.039,-4.944,-2.319
0.831,0.189,0.529,32.776,-3.601,-0.366
0.826,0.204,0.532,40.161,-1.16,0.122
0.825,0.22,0.531,44.189,2.808,2.258
0.813,0.239,0.52,47.058,5.981,4.944
0.809,0.249,0.516,54.993,7.69,7.263
0.815,0.233,0.517,61.707,9.46,8.24
0.822,0.213,0.504,61.523,7.996,7.874
0.809,0.193,0.506,55.481,6.592,5.493
0.786,0.189,0.5,45.227,5.676,3.662
0.871,0.199,0.508,35.339,6.47,3.601
0.842,0.215,0.476,27.588,5.005,3.479
0.823,0.237,0.479,19.287,3.418,3.845
0.834,0.248,0.489,14.771,1.465,4.15
0.831,0.251,0.499,11.658,-0.793,2.319
0.828,0.237,0.508,11.536,-1.465,0.366
0.83,0.222,0.513,11.902,-0.183,-0.183
0.834,0.204,0.513,12.634,1.526,-0.305
0.795,0.206,0.5,11.597,0.916,-0.366
0.849,0.191,0.501,9.338,0.854,-0.366
0.829,0.205,0.484,5.798,1.465,-2.38
0.822,0.214,0.469,2.991,3.479,-2.38
0.824,0.219,0.452,2.197,2.197,-1.404
0.822,0.225,0.438,2.747,0.977,-1.648
0.829,0.224,0.431,3.174,0.732,-3.052
0.829,0.217,0.433,2.93,0.183,-3.662
0.829,0.208,0.442,5.005,-1.953,-4.211
0.826,0.197,0.454,5.371,-4.089,-4.883
0.826,0.185,0.469,5.981,-5.981,-4.272
0.827,0.176,0.476,6.47,-6.47,-3.479
0.828,0.17,0.484,6.226,-5.554,-2.625
0.829,0.179,0.492,4.883,-5.188,-0.671
0.834,0.187,0.497,3.113,-4.639,1.282
0.832,0.192,0.496,1.831,-3.235,2.258
0.829,0.195,0.493,1.892,-2.197,2.686
0.828,0.201,0.485,2.991,-1.099,2.38
0.827,0.204,0.477,4.089,0.916,0.671
0.825,0.202,0.474,5.371,1.709,-0.488
0.82,0.192,0.473,6.958,0.488,-1.099
0.818,0.193,0.478,8.911,-1.892,-0.977
0.823,0.197,0.488,7.507,-4.028,1.831
0.827,0.203,0.5,5.31,-2.93,3.357
0.831,0.213,0.509,4.761,-1.343,3.601
0.831,0.212,0.505,6.714,-0.488,3.601
0.827,0.218,0.502,6.104,0.427,3.967
0.831,0.222,0.491,5.371,1.221,4.456
0.832,0.229,0.484,2.93,2.258,4.7
0.833,0.238,0.474,0.671,2.441,4.517
0.835,0.245,0.469,3.906,1.221,2.686
0.836,0.248,0.462,5.371,1.404,0.671
0.842,0.247,0.461,6.958,-0.977,-0.793
0.846,0.236,0.463,7.935,-2.319,-1.587
0.848,0.226,0.472,8.667,-2.136,-2.808
0.856,0.22,0.482,9.033,-1.831,-3.174
0.865,0.212,0.487,6.47,-0.671,-2.686
0.866,0.194,0.489,4.944,0.488,-2.502
0.862,0.187,0.493,5.859,-0.183,-1.282
0.86,0.193,0.492,5.432,-0.305,0.671
0.858,0.199,0.487,5.981,0.793,2.258
0.854,0.213,0.478,5.798,2.075,3.113
0.853,0.23,0.468,5.737,3.723,2.808
0.853,0.252,0.458,4.517,4.761,3.052
0.849,0.264,0.451,3.296,6.042,3.296
0.837,0.273,0.446,4.517,4.944,2.747
,,,,,
0.78,1.86,-0.113,-60.059,22.095,62.805
0.756,1.979,-0.173,-68.481,19.592,45.044
0.713,2,-0.209,-71.106,9.46,18.188
0.658,1.897,-0.177,-74.341,-5.432,-10.498
0.593,1.7,-0.058,-85.083,-23.804,-37.354
0.569,1.472,0.118,-93.14,-41.016,-57.068
0.542,1.234,0.302,-96.985,-53.467,-71.411
0.534,0.966,0.463,-102.478,-60.608,-79.285
0.548,0.697,0.637,-114.929,-61.34,-80.688
0.546,0.551,0.688,-121.155,-60.791,-77.148
0.576,0.389,0.782,-107.239,-58.411,-69.153
0.598,0.318,0.817,-112.61,-55.786,-63.416
0.626,0.256,0.83,-118.347,-50.537,-59.509
0.614,0.212,0.813,-122.192,-48.706,-55.908
0.624,0.151,0.819,-118.408,-48.157,-55.481
0.634,0.075,0.849,-107.178,-52.856,-58.35
0.633,0.009,0.884,-96.008,-56.152,-61.34
0.635,-0.044,0.921,-86.304,-58.411,-61.584
0.629,-0.064,0.949,-81.97,-57.922,-58.228
0.624,-0.081,0.976,-79.59,-56.58,-55.359
0.622,-0.09,1.001,-75.134,-57.495,-53.772
0.619,-0.11,1.023,-70.435,-55.176,-53.223
0.617,-0.132,1.021,-65.247,-52.673,-50.11
0.637,-0.153,1.021,-65.369,-47.546,-44.739
0.656,-0.154,1.006,-66.467,-40.527,-42.297
0.648,-0.165,0.991,-62.134,-34.729,-41.931
0.654,-0.145,0.962,-59.204,-32.166,-42.297
0.652,-0.121,0.926,-57.251,-28.564,-44.373
0.649,-0.138,0.89,-49.927,-26.611,-46.997
0.643,-0.181,0.875,-42.542,-27.954,-49.255
0.65,-0.237,0.884,-38.635,-29.175,-49.194
0.662,-0.277,0.89,-33.142,-28.87,-46.936
0.671,-0.297,0.893,-27.893,-27.893,-42.908
0.693,-0.296,0.867,-25.513,-25.085,-37.659
0.702,-0.266,0.827,-26.306,-20.874,-32.532
0.708,-0.232,0.782,-23.01,-17.395,-27.527
0.722,-0.163,0.737,-22.4,-13.794,-22.278
0.727,-0.077,0.703,-22.522,-11.169,-17.639
0.731,-0.005,0.673,-19.165,-11.658,-16.052
0.736,0.028,0.65,-15.808,-13.184,-18.616
0.724,0.05,0.641,-10.437,-15.625,-22.4
0.731,0.055,0.641,-4.517,-18.372,-24.78
0.74,0.045,0.65,-2.93,-20.935,-26.184
0.754,0.04,0.66,-4.883,-21.24,-26.428
0.768,0.043,0.667,-8.057,-19.165,-25.085
0.778,0.045,0.673,-8.118,-18.005,-23.987
0.781,0.05,0.673,-5.432,-16.235,-24.048
0.771,0.056,0.66,-0.977,-14.282,-24.353
0.765,0.059,0.643,1.343,-12.268,-24.353
0.754,0.067,0.629,1.282,-11.047,-23.437
0.759,0.088,0.615,1.526,-10.62,-21.973
0.757,0.111,0.599,4.7,-11.292,-21.423
0.757,0.124,0.587,5.859,-12.268,-20.264
0.75,0.132,0.587,4.089,-10.742,-20.752
0.751,0.138,0.588,3.54,-12.512,-20.691
0.753,0.138,0.598,-0.549,-12.756,-19.653
0.754,0.142,0.611,-2.441,-12.512,-19.775
0.753,0.135,0.619,-2.441,-11.597,-18.799
0.758,0.131,0.619,-0.671,-10.803,-18.188
0.762,0.129,0.619,-0.977,-8.606,-17.395
0.763,0.126,0.616,0.671,-7.568,-16.724
0.762,0.122,0.612,-0.977,-5.798,-15.747
0.763,0.119,0.614,-2.197,-4.272,-14.465
0.751,0.128,0.628,0.366,-3.113,-13.733
0.764,0.143,0.636,4.15,-2.686,-12.756
0.772,0.129,0.637,4.211,-0.061,-13
0.779,0.136,0.631,-1.038,2.014,-12.085
0.779,0.111,0.642,-2.625,4.639,-11.78
0.779,0.124,0.617,-4.883,6.104,-9.46
0.786,0.14,0.617,-11.536,6.958,-8.24
0.792,0.143,0.613,-13.733,7.812,-7.019
0.791,0.146,0.613,-13.367,8.606,-8.118
0.796,0.147,0.609,-11.23,8.057,-8.85
0.802,0.145,0.612,-10.437,8.24,-8.667
0.805,0.151,0.6,-7.507,10.132,-9.766
0.805,0.145,0.594,-6.104,9.949,-9.644
0.802,0.121,0.585,-6.958,12.329,-10.62
0.799,0.091,0.579,-4.883,11.78,-11.597
0.796,0.068,0.565,-3.662,12.085,-10.315
0.795,0.056,0.544,0.122,11.78,-9.277
0.795,0.059,0.528,1.526,9.888,-5.127
0.793,0.076,0.515,1.404,8.972,-2.869
0.792,0.101,0.516,0.488,5.615,0.183
0.791,0.128,0.523,-0.793,4.761,1.221
0.79,0.144,0.53,-1.343,2.075,2.38
0.789,0.155,0.54,-3.113,2.197,2.197
0.79,0.171,0.535,-3.235,0.916,1.77
0.788,0.181,0.541,-4.333,0.732,1.587
0.782,0.182,0.546,-1.648,-0.916,-0.854
0.784,0.176,0.557,-0.366,-3.784,-1.038
0.787,0.164,0.567,-0.244,-2.747,-1.831
0.784,0.157,0.561,1.587,-1.404,-2.319
0.788,0.156,0.553,2.808,-1.221,-2.075
0.788,0.158,0.548,3.357,-0.305,-1.831
0.79,0.163,0.539,4.7,-0.183,-1.831
0.786,0.167,0.529,5.127,-0.183,-1.831
0.786,0.168,0.521,4.761,0,-1.953
0.787,0.174,0.516,3.845,-0.366,-2.136
0.788,0.171,0.513,3.052,-1.16,-2.686
0.787,0.161,0.52,2.136,-1.892,-3.113
0.793,0.146,0.531,1.282,-2.869,-2.747
0.795,0.142,0.536,-0.122,-2.869,-1.953
0.794,0.145,0.541,-0.305,-2.502,-0.244
0.796,0.151,0.548,1.465,-2.38,1.587
0.798,0.171,0.548,2.502,-2.075,3.113
0.795,0.183,0.551,1.404,-0.854,4.272
0.794,0.194,0.546,2.014,-0.732,4.272
0.798,0.209,0.537,-0.305,-1.038,5.005
0.796,0.213,0.532,-1.099,0.916,3.784
0.794,0.214,0.532,-0.305,0.061,2.441
0.794,0.211,0.536,0.977,-1.404,1.038
0.799,0.207,0.542,0.183,-2.319,0.671
0.804,0.204,0.548,-2.319,-2.93,1.709
0.806,0.197,0.551,-5.371,-0.183,0.549
0.806,0.193,0.546,-4.578,0.061,-0.305
0.806,0.19,0.548,-1.526,-0.488,-0.793
0.807,0.191,0.551,-1.282,-1.587,0.61
0.805,0.192,0.553,-1.892,-0.549,0.854
0.802,0.195,0.552,-2.808,1.038,0.488
,,,,,
0.535,2.234,-0.628,-18.372,44.556,96.619
0.477,2.351,-0.721,-40.588,28.32,67.81
0.427,2.364,-0.675,-58.35,4.883,37.842
0.406,2.362,-0.537,-65.796,-22.583,9.094
0.413,2.339,-0.35,-64.697,-47.241,-19.348
0.416,2.205,-0.077,-78.064,-67.2,-49.622
0.395,2.017,0.11,-105.347,-79.041,-75.195
0.389,1.789,0.373,-112,-90.576,-102.234
0.404,1.421,0.652,-109.436,-109.863,-121.399
0.437,1.045,0.927,-109.863,-115.295,-137.878
0.441,0.605,1.17,-118.164,-111.389,-148.56
0.475,0.198,1.35,-127.747,-105.103,-149.353
0.542,-0.149,1.477,-126.77,-96.191,-140.747
0.528,-0.237,1.477,-116.516,-82.397,-119.934
0.647,-0.424,1.432,-57.129,-72.144,-102.6
0.706,-0.482,1.355,-68.726,-57.068,-95.215
0.684,-0.411,1.256,-113.464,-41.382,-78.491
0.684,-0.386,1.149,-132.568,-34.546,-62.744
0.704,-0.298,1.06,-146.606,-28.87,-48.218
0.697,-0.212,0.993,-149.719,-27.466,-41.382
0.686,-0.196,0.954,-139.038,-28.503,-40.283
0.677,-0.192,0.941,-124.695,-31.799,-43.762
0.661,-0.185,0.955,-109.314,-35.461,-45.288
0.652,-0.162,0.975,-92.896,-38.696,-46.753
0.635,-0.135,0.99,-83.252,-39.368,-46.997
0.636,-0.105,1.01,-76.965,-39.795,-46.082
0.624,-0.089,1.028,-72.144,-38.696,-46.265
0.625,-0.082,1.067,-64.758,-35.156,-48.157
0.63,-0.088,1.071,-60.242,-29.602,-49.133
0.63,-0.136,1.064,-62.134,-22.217,-49.438
0.656,-0.148,1.043,-59.57,-18.372,-49.255
0.671,-0.15,1.008,-49.561,-14.16,-48.096
0.691,-0.144,0.959,-38.635,-11.597,-47.363
0.704,-0.136,0.911,-35.034,-8.728,-45.166
0.716,-0.121,0.849,-27.161,-6.104,-44.678
0.718,-0.118,0.807,-18.86,-5.066,-43.335
0.725,-0.113,0.767,-12.207,-4.639,-42.419
0.734,-0.118,0.75,-11.475,-5.31,-38.818
0.741,-0.138,0.739,-10.986,-4.089,-36.804
0.747,-0.161,0.738,-7.69,-4.944,-34.729
0.758,-0.178,0.732,-4.15,-4.883,-31.921
0.758,-0.184,0.729,-3.662,-6.042,-26.428
0.771,-0.168,0.73,-4.761,-4.456,-21.301
0.782,-0.128,0.722,-3.906,-3.784,-14.954
0.772,-0.059,0.708,-5.615,0.671,-8.728
0.767,0.021,0.679,-6.287,3.784,-3.845
0.752,0.086,0.653,-6.042,8.179,-1.526
0.752,0.156,0.612,-3.052,9.155,-1.282
0.746,0.185,0.577,-3.784,9.827,-2.319
0.743,0.201,0.556,-0.671,9.521,-6.531
0.743,0.205,0.544,1.404,6.592,-9.155
0.744,0.202,0.54,0.427,4.7,-10.864
0.746,0.188,0.541,1.221,4.578,-13.916
0.751,0.171,0.541,3.54,2.38,-14.709
0.757,0.163,0.537,4.456,1.77,-13.672
0.753,0.154,0.53,7.202,4.333,-12.329
0.754,0.176,0.518,5.859,6.226,-9.705
0.751,0.199,0.511,2.075,6.958,-6.042
0.752,0.198,0.504,-2.136,8.301,-4.578
0.751,0.205,0.498,-9.46,8.24,-3.601
0.761,0.201,0.487,-12.207,7.446,-4.395
0.774,0.211,0.484,-14.832,5.554,-3.54
0.786,0.223,0.481,-14.587,4.456,-3.845
0.795,0.234,0.484,-13.489,1.465,-2.563
0.809,0.238,0.496,-12.817,-0.488,-2.38
0.814,0.237,0.505,-11.475,-1.77,-2.136
0.817,0.238,0.516,-10.132,-2.075,-1.526
0.821,0.235,0.519,-8.301,-1.953,-1.404
0.819,0.228,0.526,-6.47,-1.648,-1.038
0.821,0.218,0.536,-6.836,-1.404,-1.709
0.824,0.219,0.546,-9.583,-2.258,-0.122
0.828,0.231,0.555,-10.986,0.488,0.366
0.829,0.248,0.55,-8.179,1.892,0
0.823,0.254,0.54,-7.751,3.418,1.892
0.817,0.278,0.523,-13.062,7.141,2.563
0.81,0.292,0.503,-16.602,7.812,2.991
0.811,0.31,0.498,-23.01,8.606,4.395
0.811,0.311,0.488,-22.278,8.057,2.991
0.812,0.31,0.484,-19.775,5.493,2.075
0.813,0.31,0.481,-15.442,4.272,-0.244
0.811,0.302,0.482,-9.338,4.517,-2.93
0.811,0.31,0.485,-2.441,2.258,-5.371
0.811,0.296,0.482,3.296,0.61,-6.714
0.815,0.28,0.484,9.949,0.061,-8.85
0.815,0.267,0.482,8.423,1.831,-8.728
0.816,0.254,0.474,5.005,3.052,-7.629
0.809,0.234,0.466,2.625,4.822,-5.31
0.807,0.236,0.455,0.549,5.92,-2.93
0.805,0.243,0.443,-1.648,6.287,-0.732
0.802,0.255,0.436,-1.404,5.554,1.465
0.806,0.274,0.428,1.16,4.272,1.404
0.806,0.282,0.423,3.418,2.808,0.854
0.805,0.289,0.417,6.653,0.549,0
0.801,0.3,0.416,8.362,-0.671,-0.854
0.801,0.294,0.428,11.108,-4.089,-0.549
0.803,0.307,0.441,9.338,-3.601,-0.61
0.804,0.3,0.458,9.277,-3.723,-0.854
0.803,0.29,0.468,11.108,-4.456,-0.977
0.803,0.289,0.474,10.986,-4.089,-0.854
0.801,0.286,0.478,7.263,-3.235,0.061
0.796,0.295,0.48,6.653,-4.15,1.099
0.792,0.298,0.479,5.798,-3.784,0.854
0.787,0.296,0.471,4.272,-1.221,-0.854
0.786,0.293,0.465,5.493,-2.014,-2.075
0.786,0.288,0.467,8.972,-4.211,-2.747
0.79,0.293,0.474,8.484,-5.798,-1.404
0.791,0.294,0.487,6.836,-4.272,-1.343
0.791,0.29,0.492,8.179,-4.028,-2.441
0.788,0.283,0.495,7.69,-4.028,-2.38
0.792,0.275,0.49,8.301,-2.625,-3.723
0.79,0.261,0.483,10.62,-2.075,-4.089
0.794,0.247,0.468,13.611,-2.319,-4.272
0.795,0.242,0.454,11.169,-2.075,-4.395
0.795,0.233,0.455,8.362,-2.991,-3.601
0.802,0.232,0.463,10.315,-4.761,-3.784
0.812,0.224,0.476,11.353,-6.47,-2.869
0.815,0.211,0.483,9.949,-4.944,-2.563
0.825,0.21,0.487,10.071,-5.249,-1.343
0.83,0.221,0.489,6.348,-4.028,0.61
,,,,,
0.564,2.316,-0.334,-78.552,17.761,57.8
0.529,2.515,-0.445,-88.867,20.325,51.331
0.493,2.573,-0.439,-94.055,10.681,31.189
0.485,2.578,-0.375,-97.9,-13.306,1.709
0.482,2.479,-0.267,-103.455,-37.964,-30.396
0.448,2.267,-0.115,-118.469,-58.472,-59.57
0.498,2.048,0.077,-137.939,-72.083,-84.29
0.458,1.736,0.275,-137.878,-86.426,-108.582
0.434,1.419,0.479,-139.526,-99.792,-125.977
0.412,1.071,0.69,-141.357,-105.347,-140.442
0.441,0.737,0.86,-146.606,-106.873,-144.897
0.444,0.368,1.007,-154.907,-102.905,-143.616
0.262,0.613,1.009,-154.541,-98.206,-133.606
0.637,-0.31,1.281,-54.382,-85.938,-101.44
0.593,-0.337,1.329,-34.973,-85.632,-111.145
0.563,-0.347,1.356,-99.121,-76.904,-97.046
0.641,-0.199,1.281,-163.025,-63.354,-81.787
0.635,-0.116,1.246,-195.984,-52.002,-67.688
0.641,-0.131,1.226,-194.885,-49.5,-64.514
0.672,-0.198,1.232,-186.829,-48.096,-67.81
0.639,-0.302,1.221,-174.927,-45.593,-67.322
0.64,-0.355,1.189,-149.963,-40.283,-65.674
0.678,-0.348,1.156,-124.207,-35.95,-65.796
0.674,-0.32,1.107,-100.647,-32.837,-64.819
0.656,-0.291,1.058,-89.478,-26.978,-61.768
0.647,-0.252,1.018,-87.036,-23.682,-57.312
0.657,-0.233,1,-84.045,-23.682,-52.49
0.638,-0.221,0.995,-79.651,-24.109,-50.72
0.644,-0.226,0.997,-71.655,-23.926,-52.307
0.642,-0.231,0.991,-63.11,-26.978,-51.758
0.646,-0.214,1.004,-59.57,-27.71,-50.659
0.664,-0.178,1.031,-54.138,-27.771,-50.781
0.668,-0.146,1.076,-43.274,-27.466,-51.331
0.701,-0.126,1.074,-34.363,-26.855,-52.063
0.711,-0.132,1.057,-31.433,-20.325,-51.27
0.728,-0.16,1.014,-27.893,-13.306,-52.185
0.71,-0.183,0.941,-22.156,-10.132,-51.331
0.759,-0.228,0.953,-8.85,-7.08,-52.612
0.761,-0.268,0.913,-0.122,-7.08,-52.49
0.752,-0.285,0.879,2.38,-2.747,-48.096
0.772,-0.285,0.823,6.409,-0.244,-42.603
0.772,-0.255,0.775,6.348,4.456,-37.292
0.764,-0.236,0.715,5.371,9.521,-33.386
0.761,-0.194,0.674,3.174,10.437,-28.015
0.763,-0.16,0.645,-2.197,12.146,-21.79
0.759,-0.13,0.624,-4.639,11.78,-18.86
0.773,-0.113,0.608,-5.188,11.169,-16.907
0.782,-0.088,0.586,-4.15,10.559,-13.428
0.785,-0.059,0.56,-6.287,11.719,-10.681
0.79,-0.03,0.548,-4.639,10.864,-9.766
0.787,-0.009,0.53,-2.38,8.606,-8.301
0.788,0.001,0.526,-0.305,8.911,-8.362
0.801,0.005,0.53,4.578,10.925,-9.583
0.798,-0.002,0.532,9.46,10.803,-8.85
0.784,-0.018,0.529,9.766,11.414,-6.042
0.804,0.006,0.533,5.31,14.099,-1.282
0.794,0.03,0.507,3.54,17.944,3.784
0.799,0.083,0.482,6.592,17.09,8.057
0.799,0.145,0.457,6.409,15.869,12.329
0.803,0.201,0.443,8.301,12.146,12.451
0.803,0.238,0.446,6.714,8.118,11.902
0.805,0.255,0.457,7.202,4.7,7.629
0.811,0.25,0.477,6.348,0.671,4.822
0.799,0.228,0.498,5.493,0.916,2.014
0.81,0.211,0.503,6.409,-0.061,1.404
0.807,0.202,0.511,6.409,1.831,0.61
0.807,0.195,0.521,9.827,3.601,-0.366
0.814,0.204,0.521,11.108,3.479,0.977
0.813,0.213,0.515,9.338,5.188,2.319
0.813,0.229,0.5,8.789,7.385,1.526
0.814,0.237,0.484,10.071,6.531,1.16
0.818,0.216,0.476,7.568,7.08,0.305
0.818,0.202,0.471,6.653,6.042,-0.732
0.818,0.198,0.479,3.357,5.31,0.305
0.826,0.196,0.486,2.136,4.028,0.793
0.828,0.204,0.493,-1.099,4.272,2.197
0.834,0.221,0.49,0.305,4.089,1.77
0.838,0.233,0.485,1.16,4.761,-0.244
0.837,0.23,0.47,4.211,3.845,-2.502
0.839,0.231,0.466,4.578,4.517,-4.028
0.836,0.223,0.462,7.202,4.395,-7.507
0.838,0.209,0.463,12.146,2.808,-10.437
0.828,0.172,0.458,15.747,2.563,-12.512
0.825,0.142,0.459,15.747,2.319,-11.169
0.823,0.126,0.453,13.428,1.892,-8.85
0.82,0.128,0.458,8.301,1.648,-4.639
0.822,0.143,0.458,3.784,1.221,-1.648
0.818,0.172,0.463,-0.916,2.136,1.648
0.823,0.192,0.466,-1.038,1.099,2.502
0.822,0.196,0.464,-0.671,1.648,1.221
0.823,0.198,0.461,1.221,1.343,-0.061
0.826,0.187,0.457,3.235,0.732,-1.526
0.825,0.176,0.453,4.395,0.61,-2.258
0.828,0.166,0.454,7.08,-1.404,-2.441
0.828,0.159,0.454,9.827,-2.563,-2.136
0.819,0.149,0.451,11.475,-1.526,-1.892
0.82,0.163,0.449,10.742,-0.366,-0.305
0.817,0.177,0.448,7.874,-0.854,2.563
0.817,0.191,0.447,6.47,-0.244,3.784
0.82,0.193,0.458,4.456,-0.244,4.089
0.825,0.188,0.473,4.883,-1.16,3.662
0.827,0.183,0.487,6.287,-1.16,3.296
0.834,0.184,0.497,6.836,-1.221,3.357
0.837,0.192,0.501,7.08,-0.549,3.479
0.84,0.205,0.501,8.972,0.366,3.54
0.843,0.214,0.498,9.766,0.916,3.662
0.845,0.223,0.487,10.498,1.709,2.869
0.845,0.223,0.466,11.23,2.686,2.38
0.842,0.221,0.449,12.146,2.625,1.343
0.846,0.198,0.441,14.221,1.221,-0.366
0.84,0.176,0.443,15.015,0.427,-1.831
0.838,0.149,0.453,13.977,-2.014,-1.709
0.842,0.138,0.463,11.108,-2.197,-1.16
0.844,0.14,0.478,9.338,-2.38,0.244
0.842,0.155,0.483,9.277,-1.831,0.671
0.845,0.17,0.484,10.376,-2.686,2.014
0.842,0.186,0.48,10.315,-0.732,1.831
0.845,0.194,0.472,10.01,-0.671,2.197
0.845,0.206,0.457,7.69,1.587,1.709
,,,,,
0.716,1.886,-0.145,-62.927,23.315,68.97
0.674,1.987,-0.164,-67.566,17.7,52.795
0.645,2.005,-0.187,-73.73,9.216,36.682
0.615,1.959,-0.136,-88.318,-0.305,23.926
0.614,1.834,-0.095,-112.671,-11.597,12.817
0.621,1.727,-0.031,-133.179,-21.423,-1.404
0.626,1.597,0.084,-138.672,-31.616,-17.517
0.612,1.424,0.211,-137.695,-43.64,-34.058
0.614,1.177,0.324,-138.428,-55.664,-49.011
0.727,0.919,0.524,-135.193,-60.303,-64.819
0.701,0.567,0.687,-118.408,-73.12,-81.238
0.755,0.201,0.877,-111.816,-73.853,-86.548
0.798,-0.058,1.011,-110.413,-69.519,-82.458
0.833,-0.245,1.083,-117.737,-60.12,-66.528
0.865,-0.263,1.064,-131.287,-48.645,-47.546
0.885,-0.222,1.016,-139.221,-39.856,-34.363
0.888,-0.17,0.979,-139.404,-34.851,-28.564
0.882,-0.174,0.98,-136.169,-34.729,-29.785
0.868,-0.181,0.999,-133.24,-34.485,-35.706
0.852,-0.18,0.984,-121.216,-33.936,-40.344
0.839,-0.176,0.942,-111.389,-31.067,-39.856
0.819,-0.15,0.89,-108.643,-25.085,-39.612
0.824,-0.139,0.833,-104.492,-23.193,-40.71
0.813,-0.18,0.795,-103.394,-24.841,-42.969
0.819,-0.262,0.788,-102.844,-25.818,-47.363
0.821,-0.355,0.795,-98.267,-27.039,-51.697
0.818,-0.433,0.806,-90.576,-28.687,-53.589
0.836,-0.492,0.792,-81.36,-27.161,-53.406
0.83,-0.512,0.774,-71.472,-24.78,-50.659
0.837,-0.495,0.738,-63.293,-21.912,-43.945
0.834,-0.433,0.698,-59.937,-18.738,-35.339
0.839,-0.358,0.657,-57.19,-16.663,-27.832
0.849,-0.289,0.636,-54.077,-14.771,-24.536
0.868,-0.247,0.61,-48.096,-13.916,-25.452
0.883,-0.251,0.595,-43.396,-14.038,-28.259
0.893,-0.269,0.593,-37.903,-14.404,-33.325
0.903,-0.272,0.596,-30.823,-15.381,-34.546
0.907,-0.244,0.584,-28.687,-14.404,-30.701
0.908,-0.185,0.555,-28.87,-11.169,-26.672
0.896,-0.098,0.522,-26.245,-7.69,-23.254
0.899,-0.04,0.496,-22.827,-5.493,-21.851
0.888,-0.034,0.454,-23.437,-3.54,-23.804
0.883,-0.058,0.421,-21.057,-1.77,-29.114
0.88,-0.08,0.4,-15.076,-1.648,-33.02
0.9,-0.117,0.392,-10.01,-4.456,-34.058
0.858,-0.137,0.379,-11.047,-5.249,-32.227
0.884,-0.144,0.37,-7.69,-7.568,-32.593
0.864,-0.108,0.377,-10.071,-7.202,-25.452
0.887,-0.111,0.375,-5.798,-6.531,-20.691
0.883,-0.078,0.366,-6.165,-5.127,-16.968
0.883,-0.07,0.38,-5.493,-4.333,-12.146
0.89,-0.064,0.389,-5.615,-5.127,-9.705
0.876,-0.05,0.395,-4.028,-4.517,-7.263
0.893,-0.013,0.401,-1.038,-4.15,-4.395
0.874,0.027,0.393,0.854,-2.625,-1.709
0.905,0.078,0.389,0.122,-2.38,1.526
0.888,0.122,0.361,-0.793,-1.831,3.967
0.886,0.137,0.353,2.563,0.305,2.075
0.895,0.148,0.352,3.662,-0.061,-0.732
0.887,0.133,0.355,5.432,-0.61,-3.967
0.884,0.101,0.36,7.568,-1.16,-7.751
0.886,0.074,0.351,7.507,-1.831,-9.888
0.885,0.049,0.349,7.263,-2.869,-10.01
0.89,0.045,0.35,6.531,-5.005,-8.362
0.893,0.054,0.357,3.479,-5.615,-5.005
0.899,0.078,0.366,2.319,-5.676,-1.221
0.903,0.113,0.374,1.16,-5.798,2.197
0.908,0.132,0.377,1.648,-7.202,3.662
0.911,0.134,0.382,2.991,-8.362,3.601
0.916,0.126,0.387,4.395,-7.751,1.343
0.92,0.123,0.39,3.479,-6.104,0.854
0.927,0.124,0.391,2.258,-5.859,1.77
0.933,0.133,0.391,4.456,-6.897,2.258
0.938,0.148,0.388,5.798,-4.944,1.526
0.939,0.162,0.387,4.333,-5.188,2.136
0.941,0.162,0.394,3.723,-5.737,1.16
0.946,0.169,0.394,2.258,-4.578,-0.061
0.947,0.158,0.392,1.038,-3.784,-1.282
0.947,0.135,0.394,2.075,-5.188,-3.357
0.948,0.103,0.405,3.784,-5.249,-6.47
0.948,0.067,0.408,5.615,-4.272,-7.935
0.944,0.054,0.409,7.202,-4.7,-6.653
0.943,0.064,0.407,8.484,-2.808,-4.761
0.939,0.086,0.4,6.897,-0.793,-1.892
0.93,0.11,0.391,3.54,1.587,0.61
0.925,0.131,0.38,1.892,2.014,2.319
0.919,0.15,0.368,1.587,0.488,3.418
0.915,0.161,0.359,2.014,0.244,2.93
0.914,0.159,0.357,3.235,0.305,-0.061
0.913,0.144,0.363,4.7,-0.122,-3.113
0.911,0.127,0.376,4.211,-0.305,-4.517
0.911,0.113,0.393,4.028,-0.305,-5.066
0.909,0.105,0.41,3.906,-0.916,-4.7
0.907,0.106,0.417,4.944,-0.793,-3.784
0.904,0.12,0.411,5.981,1.16,-2.563
0.895,0.133,0.396,5.066,3.784,-1.404
0.889,0.132,0.38,4.944,4.211,-0.61
0.883,0.129,0.371,4.333,3.967,-0.122
0.88,0.122,0.368,3.235,2.625,-0.305
0.881,0.117,0.369,1.77,1.526,0.671
0.885,0.12,0.373,0.916,0.793,1.526
0.884,0.127,0.373,1.892,1.221,1.77
0.885,0.135,0.366,3.113,0.061,3.052
0.888,0.152,0.357,3.174,1.099,2.625
0.887,0.176,0.345,0.732,2.197,3.113
0.892,0.187,0.337,1.953,1.099,2.319
0.887,0.179,0.339,2.014,1.465,0.183
0.886,0.156,0.347,5.371,0.366,-2.747
0.883,0.135,0.348,6.165,0.366,-4.7
0.882,0.12,0.345,6.531,0.244,-5.188
0.884,0.116,0.338,4.7,0.549,-3.845
0.885,0.124,0.339,2.686,0.61,-1.831
