aX,aY,aZ,gX,gY,gZ
0.55,-0.25,-0.771,29.053,86.853,21.973
0.597,-0.197,-0.765,-7.019,89.722,10.01
0.624,-0.148,-0.743,-30.273,86.67,2.319
0.658,-0.132,-0.753,-38.818,84.473,0.488
0.661,-0.14,-0.761,-38.757,84.9,1.465
0.653,-0.162,-0.761,-35.767,80.994,2.808
0.644,-0.177,-0.764,-35.583,74.951,5.737
0.652,-0.165,-0.75,-37.598,71.838,7.874
0.65,-0.146,-0.754,-36.377,67.932,10.437
0.631,-0.14,-0.75,-36.072,64.941,13.733
0.632,-0.115,-0.764,-33.752,60.425,15.503
0.636,-0.068,-0.771,-29.358,55.664,14.709
0.654,-0.035,-0.779,-21.484,51.147,12.573
0.652,-0.021,-0.769,-13,48.218,10.01
0.674,-0.026,-0.746,-5.981,45.227,6.165
0.705,-0.036,-0.733,-0.916,43.213,-0.366
0.72,-0.056,-0.711,-0.305,42.542,-5.798
0.744,-0.087,-0.692,-2.869,41.992,-7.507
0.764,-0.114,-0.679,-5.981,41.016,-6.042
0.772,-0.124,-0.645,-11.78,39.307,-2.136
0.763,-0.131,-0.634,-15.564,37.354,2.686
0.752,-0.123,-0.649,-15.32,34.973,7.629
0.734,-0.126,-0.669,-14.343,32.654,11.108
0.733,-0.122,-0.685,-13.184,30.273,13.062
0.746,-0.127,-0.69,-8.606,28.992,12.085
0.751,-0.127,-0.698,-2.441,29.175,7.263
0.757,-0.108,-0.695,-1.648,28.564,1.465
0.762,-0.099,-0.66,-6.042,27.954,-2.808
0.759,-0.099,-0.633,-6.531,29.297,-5.31
0.764,-0.112,-0.63,-2.258,30.029,-6.165
0.764,-0.122,-0.644,-1.282,30.273,-5.066
0.781,-0.14,-0.657,-3.113,29.968,-3.845
0.777,-0.152,-0.666,-3.967,26.55,-1.343
0.774,-0.177,-0.695,-5.92,23.682,4.15
0.751,-0.19,-0.721,-7.08,22.339,7.019
0.738,-0.184,-0.734,-9.094,19.226,7.751
0.725,-0.166,-0.739,-13.245,16.357,9.521
0.726,-0.151,-0.756,-15.747,14.648,10.193
0.719,-0.147,-0.763,-16.479,12.878,9.644
0.707,-0.139,-0.753,-14.282,8.24,8.362
0.698,-0.139,-0.754,-12.146,5.798,8.606
0.695,-0.151,-0.743,-8.301,5.066,7.812
0.693,-0.169,-0.713,-8.728,5.615,7.935
0.699,-0.176,-0.706,-5.493,6.836,6.042
0.701,-0.176,-0.711,-5.066,7.874,5.615
0.708,-0.168,-0.723,-3.54,8.057,5.432
0.721,-0.165,-0.737,-3.418,8.057,6.592
0.725,-0.162,-0.758,-1.099,7.568,6.836
0.728,-0.151,-0.773,-0.977,4.333,9.521
0.715,-0.146,-0.751,-3.235,2.38,10.132
0.704,-0.142,-0.73,-2.563,0.671,11.292
0.697,-0.131,-0.715,-0.854,1.709,10.254
0.688,-0.122,-0.702,-0.977,1.526,10.254
0.685,-0.111,-0.687,-3.54,4.578,9.766
0.693,-0.105,-0.69,-2.014,5.798,8.24
0.698,-0.103,-0.703,-1.831,5.676,8.911
0.704,-0.104,-0.729,-2.197,7.629,8.667
0.705,-0.108,-0.729,-1.526,7.141,7.751
0.699,-0.108,-0.733,1.038,5.615,7.324
0.707,-0.114,-0.75,1.404,4.578,7.568
0.72,-0.113,-0.766,3.54,4.272,5.249
0.735,-0.109,-0.777,4.822,2.014,4.15
0.753,-0.109,-0.771,4.883,0.427,3.296
0.759,-0.11,-0.756,4.089,-3.54,3.723
0.754,-0.103,-0.719,2.869,-6.287,3.357
0.733,-0.095,-0.681,0.488,-7.996,4.089
0.723,-0.093,-0.655,0.732,-9.155,4.639
0.719,-0.091,-0.641,-0.305,-7.141,3.296
0.722,-0.091,-0.632,0.244,-5.005,2.075
0.725,-0.102,-0.65,3.601,-4.395,1.831
0.738,-0.106,-0.674,5.493,-3.052,1.038
0.758,-0.11,-0.697,3.845,-0.183,0.488
0.77,-0.115,-0.714,4.028,-0.732,0.427
0.766,-0.116,-0.729,5.798,-3.113,0.854
0.756,-0.116,-0.718,4.639,-5.371,1.648
0.752,-0.117,-0.694,2.441,-7.263,3.296
0.748,-0.112,-0.673,0.671,-6.409,4.272
0.739,-0.103,-0.653,0.61,-5.554,3.662
0.732,-0.097,-0.64,-0.244,-3.784,3.723
0.729,-0.086,-0.636,0.122,-0.854,3.54
0.729,-0.076,-0.647,1.16,1.16,2.808
0.738,-0.067,-0.66,2.441,0.916,1.892
0.751,-0.064,-0.679,3.906,2.441,-0.549
0.753,-0.066,-0.701,4.272,3.235,-1.526
0.752,-0.08,-0.71,3.357,2.563,-1.709
0.75,-0.099,-0.721,2.991,2.38,-1.77
,,,,,
0.572,0.141,1.981,5.798,57.19,-12.329
0.568,0.181,2.103,3.967,74.28,-13.672
0.553,0.231,2.206,4.944,95.032,-14.404
0.509,0.247,2.269,6.897,121.277,-16.907
0.457,0.235,2.266,7.019,148.01,-20.996
0.395,0.241,2.177,-0.488,172.913,-25.94
0.354,0.201,2.085,-13.184,196.35,-30.273
0.327,0.183,1.979,-20.813,214.722,-40.466
0.28,0.18,1.908,-25.391,235.535,-42.664
0.197,0.146,1.812,-23.071,259.766,-34.973
0.131,0.152,1.738,-19.653,287.109,-31.616
0.035,0.187,1.629,-19.226,308.655,-30.029
-0.108,0.229,1.533,-23.254,332.886,-28.442
-0.205,0.239,1.347,-14.038,363.831,-32.654
-0.38,0.099,1.199,-0.549,403.137,-28.748
-0.371,-0.021,0.936,-5.127,427.979,-27.649
-0.421,-0.196,0.722,-4.15,445.74,-31.311
-0.415,-0.341,0.471,1.038,464.478,-38.94
-0.385,-0.4,0.257,-8.362,466.309,-42.053
-0.307,-0.438,-0.048,-23.193,452.82,-41.87
-0.162,-0.441,-0.293,-41.87,433.899,-36.804
0.002,-0.415,-0.5,-59.509,413.879,-36.133
0.098,-0.321,-0.642,-73.853,387.268,-42.664
0.156,-0.234,-0.663,-84.29,363.647,-45.349
0.175,-0.196,-0.651,-84.106,339.722,-41.382
0.191,-0.172,-0.678,-62.988,310.974,-37.109
0.166,-0.173,-0.705,-28.381,280.762,-30.396
0.221,-0.143,-0.695,-4.15,255.066,-20.447
0.265,-0.174,-0.616,12.207,226.929,-1.221
0.307,-0.184,-0.655,19.47,193.848,24.841
0.37,-0.318,-0.773,50.598,161.011,44.434
0.413,-0.449,-0.939,77.332,138.733,45.166
0.497,-0.48,-1.058,59.082,138.916,30.579
0.569,-0.443,-1.06,4.211,150.208,10.742
0.611,-0.401,-0.992,-42.969,152.832,-5.066
0.611,-0.325,-0.973,-68.481,141.174,-13.55
0.631,-0.276,-0.974,-77.026,124.023,-10.986
0.645,-0.239,-0.966,-79.041,106.934,-2.014
0.626,-0.224,-0.955,-75.989,91.736,5.798
0.63,-0.237,-0.882,-70.19,77.637,8.545
0.627,-0.25,-0.826,-61.707,70.496,8.118
0.622,-0.257,-0.794,-49.133,66.956,7.812
0.622,-0.254,-0.8,-37.781,64.697,9.949
0.626,-0.27,-0.802,-29.358,61.584,15.076
0.646,-0.272,-0.807,-26.123,58.838,21.606
0.63,-0.266,-0.804,-23.193,57.983,25.574
0.617,-0.241,-0.819,-20.386,59.509,26.55
0.632,-0.198,-0.853,-21.423,60.608,25.146
0.626,-0.141,-0.862,-31.372,58.411,23.315
0.621,-0.1,-0.853,-38.269,53.65,23.193
0.602,-0.107,-0.854,-35.706,48.706,22.705
0.59,-0.104,-0.869,-27.527,42.603,17.822
0.592,-0.1,-0.888,-21.301,37.964,13.367
0.615,-0.105,-0.847,-21.301,35.278,10.498
0.612,-0.107,-0.818,-18.677,32.593,7.568
0.606,-0.106,-0.781,-11.658,29.541,5.798
0.609,-0.119,-0.749,-5.005,27.954,5.432
0.605,-0.141,-0.761,2.747,23.865,6.409
0.614,-0.159,-0.791,6.958,22.278,6.226
0.64,-0.182,-0.807,5.31,20.447,6.104
0.674,-0.198,-0.825,4.028,18.677,3.357
0.696,-0.211,-0.841,4.822,13.916,1.831
0.702,-0.219,-0.846,3.479,10.681,-0.061
0.704,-0.215,-0.804,-1.16,4.761,0.366
0.697,-0.2,-0.775,-7.935,1.709,1.465
0.687,-0.191,-0.731,-13.428,-0.977,1.648
0.668,-0.163,-0.704,-13.489,-4.028,2.197
0.667,-0.147,-0.693,-10.132,-5.615,3.845
0.682,-0.147,-0.704,-3.906,-6.042,5.188
0.703,-0.149,-0.718,2.441,-4.517,4.456
0.74,-0.158,-0.735,10.132,-6.897,5.554
0.768,-0.172,-0.754,16.296,-7.69,6.47
0.774,-0.179,-0.76,18.25,-9.155,8.179
0.761,-0.169,-0.744,16.479,-10.62,8.667
0.729,-0.149,-0.714,11.353,-13.489,9.033
0.707,-0.142,-0.657,4.028,-11.78,7.141
0.699,-0.149,-0.628,3.784,-10.864,6.042
0.696,-0.154,-0.643,5.371,-8.301,5.188
0.703,-0.155,-0.642,3.784,-6.653,3.906
0.719,-0.15,-0.661,-0.183,-3.052,2.014
0.74,-0.14,-0.693,1.465,-1.648,0.122
0.763,-0.133,-0.704,0,-0.977,0.488
0.785,-0.133,-0.714,2.136,-1.587,-0.366
0.786,-0.138,-0.713,3.113,-2.808,0.122
0.784,-0.149,-0.691,4.456,-5.676,-0.366
0.776,-0.168,-0.676,4.089,-6.653,-0.183
0.774,-0.185,-0.667,5.615,-7.141,0.183
0.764,-0.193,-0.663,4.456,-6.592,1.343
0.757,-0.185,-0.644,2.441,-7.141,3.479
0.743,-0.173,-0.641,1.282,-5.249,5.127
0.728,-0.151,-0.641,0.61,-3.357,5.92
0.724,-0.134,-0.656,0.183,-2.563,5.981
0.728,-0.123,-0.671,-0.244,-0.916,4.639
0.737,-0.116,-0.706,1.038,-1.282,3.174
0.75,-0.114,-0.728,3.174,-1.953,0.244
0.763,-0.118,-0.724,5.432,-4.15,-0.916
0.766,-0.13,-0.714,7.507,-3.479,-2.625
0.761,-0.14,-0.69,9.766,-5.371,-2.869
0.755,-0.146,-0.67,7.202,-4.7,-2.808
0.76,-0.149,-0.647,6.47,-5.554,-2.869
0.759,-0.15,-0.646,4.211,-5.127,-0.793
0.751,-0.142,-0.657,3.174,-4.456,0.305
0.749,-0.13,-0.653,-0.183,-5.798,2.441
0.741,-0.116,-0.666,-3.54,-5.066,4.272
0.74,-0.104,-0.678,-2.747,-4.578,3.967
0.746,-0.097,-0.684,-2.686,-5.493,4.272
0.753,-0.095,-0.68,-2.014,-4.883,3.113
0.755,-0.096,-0.676,-0.122,-4.761,1.038
0.761,-0.106,-0.666,2.808,-6.165,-0.793
0.774,-0.116,-0.652,2.563,-7.568,-0.244
0.768,-0.12,-0.638,1.465,-5.981,-1.404
0.76,-0.129,-0.63,1.831,-6.042,-1.77
0.756,-0.14,-0.621,1.282,-5.493,-2.441
0.76,-0.151,-0.623,0.122,-4.272,-2.869
0.758,-0.157,-0.632,-0.427,-2.991,-2.869
0.755,-0.157,-0.634,-1.709,-2.441,-1.465
0.753,-0.154,-0.641,-2.808,0.305,-1.282
0.761,-0.149,-0.655,-0.977,0,-0.061
0.765,-0.145,-0.68,-2.014,0.366,0.61
,,,,,
0.265,-0.094,2.851,21.729,102.051,20.264
0.263,-0.023,3.365,66.101,122.498,39.612
0.093,0.076,3.804,73.975,161.255,61.035
-0.078,0.142,4,76.355,218.75,71.533
-0.306,0.225,3.892,49.988,282.532,73.792
-0.521,0.26,3.542,11.475,338.806,62.134
-0.72,0.169,2.976,-25.94,386.292,39.612
-0.918,0.115,2.355,-61.157,428.04,19.653
-1.108,0.005,1.729,-83.313,467.712,8.484
-1.272,-0.077,1.087,-83.496,500.977,2.563
-1.337,-0.258,0.518,-98.511,523.315,-2.808
-1.278,-0.369,-0.004,-114.685,524.658,-7.507
-1.125,-0.364,-0.421,-139.709,501.953,-11.78
-0.841,-0.21,-0.705,-162.72,457.947,-23.926
-0.572,-0.07,-0.804,-177.795,399.353,-48.035
-0.398,-0.022,-0.726,-173.34,347.168,-74.097
-0.236,-0.003,-0.644,-148.865,314.331,-91.858
-0.217,-0.01,-0.565,-109.497,298.95,-102.844
0.02,-0.076,-0.526,-69.58,296.143,-105.225
0.089,-0.162,-0.49,-41.809,288.818,-107.178
0.181,-0.283,-0.562,-27.161,273.987,-109.131
0.309,-0.404,-0.589,-35.339,255.676,-107.788
0.452,-0.469,-0.59,-51.697,237.793,-101.501
0.56,-0.483,-0.554,-65.552,225.647,-88.013
0.584,-0.503,-0.552,-64.575,215.332,-73.547
0.577,-0.516,-0.546,-58.228,205.2,-62.5
0.602,-0.516,-0.508,-60.242,195.374,-57.983
0.615,-0.485,-0.505,-62.622,185.425,-55.969
0.626,-0.451,-0.503,-65.369,176.697,-49.744
0.576,-0.417,-0.506,-63.66,170.288,-42.908
0.631,-0.399,-0.473,-60.242,169.25,-34.546
0.649,-0.403,-0.559,-47.241,166.504,-31.616
0.623,-0.386,-0.595,-42.603,159.363,-31.311
0.637,-0.405,-0.643,-48.523,154.419,-26.245
0.669,-0.431,-0.742,-53.65,145.752,-21.912
0.726,-0.4,-0.755,-61.218,137.268,-16.968
0.717,-0.349,-0.757,-62.378,127.93,-11.169
0.691,-0.322,-0.737,-53.406,118.286,-3.723
0.668,-0.298,-0.698,-46.875,110.107,1.77
0.639,-0.269,-0.652,-43.518,104.675,3.601
0.634,-0.249,-0.63,-40.527,102.112,3.296
0.632,-0.219,-0.641,-36.133,99.67,0.244
0.628,-0.204,-0.665,-31.555,97.412,-3.54
0.632,-0.205,-0.718,-25.391,94.543,-7.385
0.642,-0.232,-0.769,-23.987,89.6,-11.169
0.676,-0.259,-0.823,-27.832,83.496,-14.404
0.704,-0.278,-0.879,-28.992,76.233,-15.381
0.704,-0.29,-0.895,-27.344,67.322,-14.587
0.695,-0.308,-0.871,-21.973,56.763,-15.137
0.683,-0.316,-0.821,-13.489,49.072,-15.808
0.68,-0.316,-0.772,-4.272,43.945,-14.954
0.674,-0.325,-0.745,1.465,40.405,-14.465
0.681,-0.319,-0.705,1.465,36.499,-14.526
0.7,-0.302,-0.675,-1.77,33.813,-13.428
0.703,-0.287,-0.647,-4.761,32.959,-11.169
0.695,-0.276,-0.652,-8.118,33.142,-8.972
0.702,-0.262,-0.677,-10.62,33.997,-7.141
0.708,-0.251,-0.714,-14.16,34.302,-5.859
0.719,-0.262,-0.763,-14.832,31.982,-5.188
0.721,-0.28,-0.794,-10.803,27.344,-5.31
0.716,-0.293,-0.796,-7.629,22.766,-6.287
0.721,-0.29,-0.754,-7.385,18.738,-7.324
0.725,-0.291,-0.725,-5.432,15.686,-7.935
0.711,-0.28,-0.685,-2.563,13.733,-8.057
0.715,-0.263,-0.647,-1.16,14.221,-8.24
0.713,-0.251,-0.63,-0.427,14.282,-8.423
0.712,-0.252,-0.63,-1.587,13,-8.972
0.717,-0.262,-0.645,-4.028,12.634,-10.254
0.727,-0.281,-0.674,-5.371,11.902,-10.498
0.73,-0.31,-0.712,-4.944,10.498,-10.62
0.729,-0.331,-0.728,-6.042,7.446,-9.888
0.725,-0.35,-0.731,-6.47,3.784,-7.812
0.735,-0.366,-0.734,-6.104,1.038,-5.737
0.739,-0.358,-0.719,-4.944,-1.587,-3.845
0.731,-0.344,-0.695,-4.456,-3.784,-2.075
0.718,-0.331,-0.671,-4.517,-5.127,-0.549
0.716,-0.317,-0.649,-3.723,-5.981,-0.732
0.721,-0.315,-0.633,-4.089,-6.775,-1.648
0.724,-0.317,-0.613,-3.235,-6.592,-2.686
0.733,-0.324,-0.613,-1.221,-5.615,-3.418
0.747,-0.326,-0.619,0.61,-5.127,-4.211
0.759,-0.338,-0.625,1.953,-5.432,-4.456
0.768,-0.343,-0.631,2.93,-5.859,-3.906
0.772,-0.352,-0.644,2.869,-6.47,-2.38
0.778,-0.353,-0.644,0.793,-7.874,-0.305
0.776,-0.347,-0.636,-1.77,-9.216,2.197
0.766,-0.342,-0.612,-2.258,-10.803,3.296
0.758,-0.33,-0.574,-1.221,-10.315,3.967
0.748,-0.319,-0.544,0.366,-7.507,3.906
0.75,-0.304,-0.524,1.404,-3.906,2.258
0.753,-0.3,-0.524,0.61,-1.221,0.244
0.764,-0.301,-0.538,-0.977,0.366,-1.709
0.769,-0.304,-0.568,-0.977,2.014,-2.563
0.766,-0.314,-0.587,-1.16,3.113,-3.052
0.766,-0.319,-0.605,-2.991,3.479,-2.869
0.771,-0.329,-0.629,-3.357,3.052,-2.319
0.778,-0.339,-0.649,-1.465,2.136,-1.831
0.779,-0.34,-0.648,-0.732,0.427,-0.61
0.771,-0.336,-0.634,1.099,-2.075,0.549
0.751,-0.325,-0.607,3.113,-1.892,1.16
0.734,-0.313,-0.578,5.005,-2.319,1.16
0.727,-0.301,-0.568,2.075,-0.183,0.488
0.731,-0.294,-0.573,-0.488,1.587,-1.404
0.737,-0.292,-0.586,-3.967,3.54,-2.869
0.743,-0.307,-0.615,-3.845,5.066,-3.723
0.753,-0.325,-0.643,-3.784,5.676,-4.028
0.766,-0.337,-0.673,-1.892,3.784,-3.784
0.767,-0.344,-0.679,-0.854,1.953,-2.808
0.759,-0.342,-0.672,2.502,-0.854,-1.282
0.75,-0.34,-0.659,6.653,-1.892,-0.488
0.737,-0.338,-0.64,8.85,-3.296,0.854
0.732,-0.329,-0.621,7.69,-3.174,0.671
0.724,-0.332,-0.61,7.629,-3.906,0.549
0.724,-0.329,-0.611,5.798,-3.235,0.549
0.726,-0.325,-0.62,2.869,-2.38,-0.122
0.732,-0.326,-0.627,1.404,-2.258,-0.977
0.736,-0.321,-0.631,1.77,-1.953,-1.343
0.741,-0.318,-0.62,2.93,-2.014,-2.075
0.748,-0.318,-0.613,4.15,-1.709,-2.502
,,,,,
0.018,0.443,2.581,2.075,99.365,-63.416
-0.004,0.476,2.685,-21.912,131.165,-74.768
-0.028,0.501,2.723,-44.373,169.373,-86.121
-0.024,0.537,2.659,-61.218,209.412,-96.985
-0.022,0.528,2.517,-69.763,246.277,-107.422
-0.027,0.485,2.319,-69.519,278.809,-117.065
-0.032,0.422,2.108,-65.125,306.519,-123.779
-0.024,0.335,1.902,-56.702,327.82,-128.601
0.003,0.234,1.7,-46.57,345.52,-130.676
0.005,0.156,1.5,-36.072,360.962,-127.319
-0.047,0.091,1.33,-30.029,374.39,-119.751
-0.1,0.068,1.159,-35.767,382.812,-112.549
-0.188,0.041,0.978,-46.082,384.277,-106.445
-0.246,0.032,0.753,-64.27,380.981,-102.966
-0.258,0.014,0.517,-79.773,372.131,-102.6
-0.237,0.021,0.326,-90.027,357.727,-105.896
-0.187,-0.012,0.188,-86.853,342.224,-111.572
-0.12,-0.106,0.002,-70.74,327.209,-117.981
-0.018,-0.163,-0.14,-71.594,310.913,-121.704
0.1,-0.187,-0.239,-74.463,289.856,-123.718
0.192,-0.213,-0.287,-72.205,266.602,-123.962
0.254,-0.242,-0.275,-67.688,246.155,-123.169
0.255,-0.261,-0.241,-54.321,231.384,-122.681
0.403,-0.322,-0.187,-39.551,222.595,-121.277
0.364,-0.361,-0.167,-29.846,211.426,-123.169
0.474,-0.45,-0.14,-27.466,200.012,-120.3
0.466,-0.493,-0.163,-27.893,191.772,-117.615
0.467,-0.531,-0.169,-33.264,185.791,-110.962
0.453,-0.541,-0.208,-38.513,183.594,-102.051
0.483,-0.568,-0.271,-41.321,183.289,-91.553
0.511,-0.595,-0.354,-46.204,180.054,-83.679
0.552,-0.594,-0.433,-52.673,171.692,-76.721
0.662,-0.615,-0.494,-53.833,161.926,-70.74
0.699,-0.615,-0.535,-49.194,150.94,-66.956
0.713,-0.615,-0.54,-42.053,140.503,-60.547
0.726,-0.579,-0.515,-37.17,132.751,-51.331
0.712,-0.542,-0.493,-32.41,122.742,-44.189
0.695,-0.51,-0.472,-31.738,114.075,-36.621
0.685,-0.488,-0.464,-30.273,106.323,-31.372
0.703,-0.471,-0.446,-30.396,100.525,-24.536
0.693,-0.46,-0.454,-30.09,98.755,-21.729
0.673,-0.467,-0.478,-24.292,92.285,-23.56
0.656,-0.466,-0.513,-20.386,88.806,-22.339
0.686,-0.485,-0.522,-17.944,88.44,-19.043
0.71,-0.491,-0.554,-16.296,83.618,-19.043
0.712,-0.499,-0.588,-16.357,78.125,-18.921
0.736,-0.504,-0.605,-14.038,72.815,-19.043
0.764,-0.502,-0.618,-12.39,66.223,-17.578
0.772,-0.499,-0.62,-8.667,59.021,-15.198
0.759,-0.48,-0.602,-4.639,52.734,-10.376
0.763,-0.458,-0.557,-0.488,47.852,-6.592
0.75,-0.438,-0.521,4.578,41.199,-5.127
0.743,-0.428,-0.475,6.104,40.405,-5.127
0.745,-0.426,-0.455,9.277,38.513,-6.836
0.749,-0.428,-0.467,7.324,36.499,-7.751
0.754,-0.434,-0.484,3.052,34.973,-7.935
0.762,-0.44,-0.511,-2.258,35.461,-8.24
0.775,-0.443,-0.539,-5.554,32.898,-6.531
0.778,-0.437,-0.555,-10.01,31.25,-5.31
0.765,-0.442,-0.572,-8.118,27.832,-4.456
0.784,-0.45,-0.584,-3.357,24.231,-3.906
0.779,-0.452,-0.579,-0.793,18.677,-2.991
0.772,-0.447,-0.554,2.075,16.663,-2.319
0.769,-0.425,-0.53,8.911,14.954,-1.587
0.763,-0.409,-0.514,13.733,13,-0.854
0.755,-0.403,-0.503,15.32,13.123,-2.319
0.761,-0.41,-0.493,15.076,11.78,-3.54
0.77,-0.414,-0.494,12.085,11.353,-3.784
0.79,-0.413,-0.499,7.446,11.292,-2.747
0.777,-0.434,-0.522,2.747,11.841,-0.61
0.791,-0.422,-0.531,0.366,11.108,-0.366
0.779,-0.401,-0.525,-2.014,8.789,1.831
0.772,-0.388,-0.529,-1.77,9.216,1.709
0.775,-0.382,-0.537,1.465,10.254,0.488
0.776,-0.386,-0.546,5.554,8.423,-1.282
0.79,-0.393,-0.551,6.836,5.676,-2.197
0.798,-0.394,-0.548,6.897,2.197,-1.404
0.795,-0.388,-0.534,6.958,1.892,-1.587
0.797,-0.389,-0.516,9.827,-0.244,-2.197
0.791,-0.392,-0.505,10.071,-1.526,-2.197
0.797,-0.398,-0.494,10.925,-2.686,-2.502
0.809,-0.412,-0.486,9.766,-2.869,-2.319
0.811,-0.416,-0.479,8.545,-2.93,-1.282
0.802,-0.416,-0.471,5.31,-2.38,0.366
0.803,-0.402,-0.47,1.343,-1.709,1.709
0.811,-0.389,-0.485,-0.183,-0.916,2.625
0.809,-0.386,-0.492,-0.793,-0.61,2.136
0.803,-0.38,-0.495,-1.282,-1.099,1.587
0.806,-0.387,-0.5,0.427,-2.319,0.793
0.806,-0.395,-0.5,1.099,-2.258,0
0.807,-0.395,-0.489,3.662,-3.235,-0.977
0.809,-0.397,-0.488,5.371,-4.089,-0.366
0.808,-0.396,-0.48,5.371,-2.38,-1.099
0.811,-0.389,-0.471,6.714,-2.991,-2.075
0.811,-0.387,-0.462,7.935,-3.906,-2.319
0.814,-0.385,-0.457,6.531,-3.235,-1.465
0.803,-0.378,-0.47,4.761,-1.099,-2.258
0.823,-0.396,-0.439,3.479,1.953,0
0.828,-0.406,-0.478,4.883,0.793,0.61
0.822,-0.388,-0.474,5.188,-2.38,-0.854
0.826,-0.406,-0.478,4.395,-1.282,-1.526
0.83,-0.412,-0.474,6.592,-1.953,-2.197
0.829,-0.415,-0.471,6.042,-3.296,-0.916
0.826,-0.419,-0.463,6.042,-3.723,-0.61
0.822,-0.419,-0.457,5.554,-3.601,0.244
0.813,-0.412,-0.454,5.554,-3.479,1.282
0.811,-0.405,-0.452,4.517,-2.136,1.648
0.803,-0.399,-0.457,2.502,-1.038,2.197
0.797,-0.391,-0.467,1.77,-0.122,2.563
0.798,-0.388,-0.481,1.831,1.038,1.587
0.802,-0.388,-0.5,2.502,0.488,1.648
0.806,-0.392,-0.516,3.967,-0.061,0.671
0.818,-0.394,-0.53,5.371,-1.221,0.549
0.822,-0.396,-0.533,7.69,-3.357,0.122
0.827,-0.396,-0.516,9.46,-5.92,0.305
0.825,-0.396,-0.5,9.583,-7.812,1.587
0.817,-0.389,-0.48,10.376,-8.057,1.526
0.809,-0.374,-0.46,9.277,-9.216,2.686
0.797,-0.364,-0.448,8.24,-7.141,2.075
,,,,,
0.265,0.394,2.089,-25.635,121.765,-47.424
0.23,0.391,2.151,-36.316,148.071,-60.608
0.281,0.399,2.1,-45.227,175.781,-69.702
0.33,0.393,1.969,-60.791,202.454,-77.454
0.392,0.348,1.791,-69.519,221.68,-83.801
0.485,0.296,1.621,-63.354,230.469,-86.365
0.576,0.279,1.52,-52.124,233.826,-84.229
0.551,0.25,1.451,-31.372,233.704,-79.956
0.525,0.187,1.445,-9.277,235.107,-73.792
0.5,0.169,1.422,6.592,239.319,-67.566
0.452,0.176,1.422,11.841,242.31,-60.486
0.392,0.165,1.417,13.977,248.108,-54.81
0.339,0.146,1.362,11.902,258.057,-52.551
0.312,0.141,1.272,-1.892,266.296,-53.65
0.315,0.136,1.143,-21.729,269.714,-55.481
0.293,0.124,0.945,-33.569,266.968,-55.237
0.312,0.111,0.817,-43.152,260.62,-54.749
0.284,0.088,0.682,-46.692,255.066,-53.955
0.265,0.045,0.564,-38.025,249.695,-54.504
0.261,0.019,0.455,-28.076,244.202,-55.542
0.285,-0.006,0.399,-24.719,237.366,-57.068
0.284,-0.048,0.361,-21.179,228.577,-58.228
0.287,-0.063,0.346,-28.748,218.811,-57.922
0.273,-0.05,0.324,-31.128,213.989,-56.946
0.281,-0.091,0.282,-34.729,212.769,-56.946
0.32,-0.129,0.217,-47.729,209.717,-57.251
0.361,-0.149,0.132,-57.129,205.75,-57.495
0.381,-0.186,0.046,-65.308,202.087,-57.617
0.411,-0.229,-0.039,-70.313,196.35,-58.105
0.45,-0.278,-0.125,-75.928,188.66,-58.716
0.492,-0.316,-0.196,-79.285,180.298,-57.556
0.518,-0.365,-0.253,-76.416,171.57,-54.382
0.569,-0.434,-0.268,-73.242,162.048,-49.805
0.572,-0.426,-0.323,-69.336,153.076,-44.006
0.588,-0.404,-0.312,-69.336,145.874,-38.635
0.599,-0.334,-0.269,-67.932,141.113,-34.973
0.595,-0.305,-0.253,-61.279,139.648,-34.058
0.597,-0.294,-0.263,-54.443,140.808,-35.461
0.644,-0.317,-0.31,-53.711,139.221,-37.476
0.691,-0.334,-0.374,-54.565,135.803,-38.208
0.711,-0.356,-0.411,-52.063,131.653,-36.621
0.708,-0.357,-0.435,-48.523,125.793,-33.02
0.758,-0.357,-0.447,-43.091,119.812,-28.931
0.76,-0.338,-0.442,-37.231,112.976,-25.085
0.73,-0.322,-0.428,-33.569,107.483,-21.484
0.768,-0.309,-0.418,-31.799,104.98,-18.677
0.755,-0.278,-0.411,-30.701,102.539,-18.555
0.72,-0.275,-0.402,-30.64,100.464,-20.63
0.681,-0.277,-0.428,-31.799,100.403,-22.949
0.776,-0.269,-0.481,-32.654,102.661,-22.827
0.795,-0.287,-0.507,-29.236,100.464,-25.757
0.805,-0.296,-0.516,-27.283,94.971,-28.564
0.796,-0.307,-0.519,-19.836,91.003,-27.893
0.782,-0.305,-0.506,-14.282,87.891,-26.672
0.769,-0.312,-0.513,-12.695,85.388,-24.841
0.762,-0.302,-0.521,-14.038,83.191,-23.254
0.748,-0.286,-0.535,-15.076,82.092,-22.4
0.741,-0.296,-0.559,-14.709,81.482,-22.522
0.754,-0.285,-0.614,-11.963,79.651,-23.315
0.747,-0.296,-0.643,-12.39,76.233,-24.536
0.749,-0.312,-0.65,-11.78,71.472,-25.452
0.744,-0.32,-0.647,-8.301,66.833,-25.818
0.733,-0.345,-0.672,-3.845,63.232,-25.513
0.725,-0.348,-0.677,-7.324,59.814,-24.231
0.719,-0.356,-0.684,-10.498,56.763,-22.095
0.734,-0.329,-0.704,-12.512,54.077,-19.531
0.723,-0.315,-0.71,-11.414,51.208,-17.883
