aX,aY,aZ,gX,gY,gZ
-0.415,-0.175,0.897,3.052,3.906,1.343
-0.408,-0.181,0.900,2.930,3.418,2.075
-0.408,-0.187,0.906,1.587,1.160,2.441
-0.410,-0.191,0.903,0.671,0.732,0.916
-0.410,-0.190,0.896,0.916,-1.221,-0.427
-0.406,-0.183,0.891,1.038,-2.747,-1.404
-0.408,-0.173,0.883,1.831,-3.113,-2.747
-0.415,-0.164,0.876,2.869,-3.723,-3.235
-0.422,-0.159,0.872,2.930,-3.723,-2.747
-0.425,-0.159,0.868,2.808,-2.991,-1.648
-0.425,-0.159,0.868,2.441,-2.441,0.244
-0.414,-0.170,0.877,2.319,-1.343,1.770
-0.413,-0.184,0.882,3.479,-0.977,2.502
-0.406,-0.195,0.879,5.127,-1.160,2.380
-0.410,-0.198,0.875,5.310,-2.075,1.526
-0.411,-0.190,0.877,4.517,-3.357,0.854
-0.413,-0.179,0.880,3.967,-3.662,-0.610
-0.418,-0.173,0.876,3.174,-4.395,-0.916
-0.422,-0.165,0.868,4.028,-4.639,-0.244
-0.428,-0.171,0.856,4.211,-3.845,0.854
-0.429,-0.177,0.849,4.089,-2.930,2.319
-0.421,-0.186,0.842,3.601,-1.770,3.418
-0.419,-0.193,0.838,1.953,-1.038,3.967
-0.412,-0.201,0.841,-0.244,-0.610,4.395
-0.408,-0.199,0.845,0.061,-0.427,4.272
-0.406,-0.200,0.859,-0.671,0.549,4.517
-0.407,-0.202,0.869,0.244,0.671,3.601
-0.411,-0.203,0.874,0.916,1.099,2.502
-0.412,-0.207,0.882,0.610,-0.061,2.502
-0.416,-0.211,0.885,0.854,-0.916,2.319
-0.415,-0.217,0.879,1.038,-1.282,1.770
-0.414,-0.220,0.878,0.916,-1.648,1.709
-0.414,-0.216,0.876,0.671,-1.892,0.854
-0.414,-0.211,0.875,0.000,-1.526,0.366
-0.409,-0.206,0.877,0.732,-1.648,0.366
-0.406,-0.201,0.876,1.953,-1.343,0.366
-0.406,-0.195,0.873,2.136,-1.648,-0.061
-0.411,-0.187,0.870,1.770,-1.709,-0.732

-0.595,-0.308,1.804,-36.499,173.828,45.044
-0.568,-0.297,1.848,-31.189,165.771,48.096
-0.602,-0.270,1.899,-18.921,150.879,52.124
-0.588,-0.306,1.582,-11.353,135.803,52.734
-0.548,-0.158,1.616,-3.906,119.934,59.631
-0.519,-0.341,1.446,15.808,94.971,52.734
-0.545,-0.279,1.307,10.132,84.167,43.396
-0.575,-0.264,1.222,4.700,75.500,41.504
-0.560,-0.275,1.172,2.136,75.500,39.673
-0.552,-0.256,1.140,-1.953,78.003,40.771
-0.508,-0.260,1.117,-4.700,79.041,39.856
-0.486,-0.275,1.112,-7.874,77.209,37.842
-0.462,-0.212,1.148,-15.930,71.228,36.987
-0.381,-0.249,1.177,-10.986,58.838,34.058
-0.377,-0.280,1.157,-7.385,38.635,24.658
-0.414,-0.236,1.085,-11.353,22.522,18.921
-0.439,-0.201,1.015,-8.911,15.137,16.113
-0.444,-0.189,0.965,-4.395,15.442,18.066
-0.431,-0.179,0.935,-1.587,19.897,21.729
-0.419,-0.188,0.916,-1.709,24.780,25.635
-0.403,-0.196,0.907,-3.845,29.175,29.541
-0.387,-0.202,0.941,-5.676,31.250,32.898
-0.369,-0.232,0.961,-7.202,31.006,33.508
-0.343,-0.266,0.974,-7.874,28.809,31.616
-0.330,-0.282,0.978,-8.850,22.888,27.039
-0.317,-0.282,0.970,-11.169,15.991,20.752
-0.323,-0.264,0.953,-12.695,9.277,14.099
-0.338,-0.239,0.934,-10.681,3.784,8.606
-0.364,-0.217,0.906,-6.592,2.075,5.798
-0.377,-0.210,0.893,-3.418,4.272,6.042
-0.377,-0.210,0.901,-2.319,7.446,7.935
-0.375,-0.213,0.921,-2.258,9.705,9.583
-0.381,-0.219,0.932,-1.587,11.475,10.681
-0.381,-0.225,0.946,-1.587,12.939,11.047
-0.369,-0.226,0.960,-1.343,13.489,10.498
-0.352,-0.220,0.971,-1.099,12.695,9.338
-0.339,-0.212,0.974,-1.465,10.681,7.141
-0.325,-0.201,0.971,-1.770,6.775,4.028
-0.331,-0.187,0.955,-1.465,2.380,0.427
-0.333,-0.165,0.929,-0.732,-0.610,-2.686
-0.344,-0.149,0.907,0.427,-1.892,-3.479
-0.352,-0.142,0.892,2.136,-0.305,-2.686
-0.352,-0.148,0.890,2.075,2.930,-0.671
-0.350,-0.158,0.902,1.648,5.127,1.526
-0.344,-0.164,0.914,0.305,5.615,3.174
-0.343,-0.160,0.927,-1.282,4.578,2.991
-0.343,-0.155,0.932,-0.977,2.502,2.319
-0.344,-0.153,0.931,0.305,1.038,1.038
-0.348,-0.148,0.919,0.916,-0.854,-0.183
-0.351,-0.144,0.905,1.587,-3.235,-0.427
-0.359,-0.144,0.891,1.343,-4.700,-0.916
-0.365,-0.144,0.880,0.977,-5.798,-0.732
-0.366,-0.146,0.874,0.610,-5.310,-0.305
-0.364,-0.154,0.870,0.916,-4.150,0.671
-0.353,-0.154,0.877,0.916,-2.441,2.075
-0.348,-0.153,0.874,1.221,-0.488,3.052
-0.346,-0.155,0.874,1.526,1.526,3.845
-0.343,-0.157,0.872,1.282,2.869,4.395
-0.338,-0.160,0.874,1.221,3.662,4.883
-0.338,-0.165,0.874,0.916,3.967,4.578
-0.336,-0.171,0.881,0.671,3.723,4.333
-0.339,-0.176,0.885,0.610,3.174,3.845
-0.340,-0.182,0.886,-0.122,2.502,3.784
-0.343,-0.184,0.891,-1.282,2.136,3.418
-0.347,-0.180,0.897,-2.625,2.319,2.930
-0.347,-0.171,0.908,-3.723,2.441,2.808
-0.349,-0.162,0.917,-3.540,2.991,3.235
-0.349,-0.162,0.923,-2.808,3.296,3.723
-0.352,-0.165,0.929,-1.892,2.808,4.028
-0.345,-0.172,0.927,-0.610,2.197,4.333
-0.333,-0.183,0.926,-0.183,1.465,4.211
-0.329,-0.193,0.923,-0.732,0.183,3.296
-0.331,-0.194,0.918,-1.770,-1.160,1.770
-0.328,-0.183,0.912,-2.380,-2.380,0.000
-0.335,-0.170,0.909,-3.662,-2.747,-1.526
-0.340,-0.155,0.909,-4.639,-2.808,-2.197
-0.347,-0.139,0.907,-5.920,-2.930,-1.587
-0.351,-0.129,0.917,-6.409,-1.770,0.000
-0.354,-0.128,0.924,-5.493,-0.549,2.258
-0.352,-0.135,0.926,-3.662,0.427,4.761
-0.344,-0.143,0.919,-1.221,0.671,6.165
-0.341,-0.148,0.913,-0.366,0.549,6.714
-0.331,-0.152,0.913,0.183,-0.183,6.104
-0.327,-0.154,0.913,0.549,-1.282,4.883
-0.332,-0.152,0.914,-0.732,-3.296,3.723
-0.338,-0.170,0.918,-2.747,-4.822,2.319
-0.333,-0.130,0.923,-4.395,-6.714,3.174
-0.352,-0.144,0.917,-3.113,-6.653,2.075
-0.344,-0.145,0.919,-1.648,-5.371,2.563
-0.342,-0.152,0.917,-0.610,-4.761,2.930
-0.343,-0.154,0.917,0.244,-4.761,3.235
-0.342,-0.157,0.916,-0.061,-4.517,3.540
-0.341,-0.156,0.913,0.061,-3.906,3.845
-0.339,-0.156,0.917,-0.305,-3.845,4.028
-0.338,-0.157,0.920,0.122,-3.418,3.479
-0.339,-0.160,0.920,0.916,-1.892,2.808
-0.340,-0.164,0.917,1.770,-2.991,2.319
-0.336,-0.168,0.911,0.061,-2.563,1.343
-0.341,-0.172,0.909,-0.366,-4.883,0.305
-0.343,-0.174,0.896,-0.427,-4.700,-1.221
-0.346,-0.171,0.888,0.671,-5.249,-1.831
-0.346,-0.163,0.877,1.160,-4.456,-2.197
-0.348,-0.157,0.872,0.610,-2.869,-1.770
-0.352,-0.153,0.868,-0.366,-1.160,-1.343
-0.349,-0.146,0.877,-1.221,0.671,-0.549
-0.350,-0.144,0.886,-1.526,2.136,0.427
-0.347,-0.144,0.897,-0.793,3.906,0.977
-0.340,-0.149,0.911,-0.427,4.333,1.953
-0.336,-0.155,0.920,-0.549,3.967,1.770
-0.336,-0.160,0.925,-0.671,2.258,1.160
-0.334,-0.158,0.927,-1.099,0.366,-0.122
-0.338,-0.149,0.927,-0.366,-1.160,-1.282
-0.343,-0.141,0.923,0.305,-1.587,-2.258
-0.347,-0.133,0.919,0.732,-1.343,-2.502
-0.348,-0.130,0.921,0.732,-1.160,-2.136
-0.352,-0.132,0.924,0.732,-0.793,-2.075
-0.354,-0.129,0.926,-0.549,-0.916,-1.648
-0.351,-0.128,0.925,-0.671,-1.038,-0.549
-0.348,-0.129,0.919,-0.854,-1.282,0.122

-0.229,-0.522,1.910,-33.813,247.803,21.240
-0.284,-0.484,1.890,-22.217,214.661,5.920
-0.329,-0.445,1.795,-11.108,179.810,-4.028
-0.398,-0.384,1.696,-9.277,143.677,-8.423
-0.377,-0.445,1.630,-12.451,114.197,-10.925
-0.432,-0.182,1.635,-20.386,99.854,-10.742
-0.413,-0.197,1.681,0.305,85.510,-0.183
-0.369,-0.338,1.601,18.738,72.754,-2.563
-0.399,-0.377,1.508,21.790,61.707,-8.667
-0.457,-0.354,1.430,13.123,50.537,-12.939
-0.499,-0.257,1.346,2.747,40.466,-9.827
-0.479,-0.188,1.265,-3.296,34.363,-2.258
-0.467,-0.158,1.220,-5.066,30.151,2.075
-0.464,-0.157,1.128,-8.789,29.541,1.648
-0.384,-0.098,1.254,-3.357,24.658,3.967
-0.395,-0.118,1.216,2.136,12.390,1.709
-0.388,-0.118,1.102,9.705,11.353,-1.709
-0.377,-0.097,1.053,15.381,10.925,0.366
-0.333,-0.110,1.040,19.531,7.996,3.052
-0.359,-0.118,1.015,18.982,2.441,2.686
-0.341,-0.073,0.984,17.883,0.061,3.113
-0.349,-0.082,0.946,16.785,1.587,1.099
-0.353,-0.070,0.955,13.428,3.113,0.244
-0.349,-0.085,0.956,11.353,3.235,0.305
-0.353,-0.093,0.953,8.118,2.747,1.465
-0.354,-0.095,0.942,5.554,0.977,2.563
-0.346,-0.104,0.933,3.845,-0.244,3.784
-0.329,-0.131,0.917,0.977,-0.183,2.380
-0.336,-0.125,0.908,-2.808,0.000,1.160
-0.341,-0.106,0.919,-5.615,0.122,1.099
-0.344,-0.088,0.922,-7.507,-1.282,1.343
-0.352,-0.083,0.919,-6.409,-1.709,1.465
-0.356,-0.083,0.911,-3.967,-1.465,2.686
-0.359,-0.091,0.911,-0.977,-0.977,4.089
-0.362,-0.098,0.904,1.343,0.305,6.226
-0.362,-0.108,0.896,2.686,1.892,8.911
-0.358,-0.116,0.891,2.075,3.296,11.597
-0.348,-0.131,0.893,1.404,4.517,13.733
-0.333,-0.144,0.894,0.854,4.150,13.550
-0.328,-0.145,0.900,-0.549,3.967,11.597
-0.328,-0.142,0.911,-0.549,2.869,9.094
-0.333,-0.134,0.921,-0.977,2.747,6.592
-0.335,-0.133,0.926,-0.610,1.648,5.432
-0.342,-0.138,0.926,-0.183,0.916,4.883
-0.346,-0.139,0.923,-0.549,-0.183,4.272
-0.349,-0.139,0.915,-1.587,-1.465,3.967
-0.350,-0.140,0.910,-2.747,-1.953,3.723
-0.351,-0.139,0.914,-4.089,-2.075,3.540
-0.351,-0.135,0.916,-4.150,-1.892,3.784
-0.349,-0.133,0.916,-2.563,-1.404,4.272
-0.347,-0.136,0.913,0.000,-0.671,4.639
-0.340,-0.145,0.905,2.014,0.366,4.944
-0.337,-0.152,0.899,2.075,0.366,4.822
-0.334,-0.158,0.895,1.038,0.000,3.662
-0.339,-0.153,0.891,-0.305,-0.488,2.808
-0.342,-0.147,0.891,-1.831,-0.854,1.648
-0.350,-0.141,0.894,-2.380,-1.404,0.793
-0.354,-0.135,0.895,-1.099,-1.221,0.671
-0.354,-0.135,0.896,1.160,-0.183,0.610
-0.350,-0.136,0.894,3.662,0.305,1.099
-0.346,-0.133,0.894,5.127,0.732,1.953
-0.346,-0.132,0.898,5.676,1.587,2.502
-0.345,-0.133,0.903,5.493,2.319,2.808
-0.344,-0.134,0.908,5.127,2.563,2.930
-0.341,-0.136,0.907,4.578,2.563,3.235
-0.336,-0.139,0.911,3.235,3.174,3.418
-0.332,-0.146,0.911,2.380,3.113,2.625
-0.334,-0.151,0.915,0.549,2.075,1.709
-0.335,-0.151,0.918,-1.465,1.221,0.793
-0.335,-0.151,0.918,-2.808,0.183,0.366
-0.329,-0.145,0.924,-4.761,-0.427,-0.122
-0.324,-0.125,0.935,-4.944,-0.427,-1.099
-0.332,-0.111,0.944,-3.906,0.122,-2.930
-0.338,-0.094,0.947,-2.380,-0.183,-3.418
-0.346,-0.087,0.951,-0.549,-0.793,-2.991
-0.349,-0.084,0.950,1.831,-1.038,-2.136
-0.348,-0.090,0.944,3.723,-0.793,-0.488
-0.342,-0.093,0.934,4.761,-0.793,1.160
-0.337,-0.101,0.931,4.150,-1.160,2.014
-0.337,-0.107,0.929,3.357,-1.282,1.770
-0.339,-0.113,0.926,3.113,-2.075,1.526
-0.338,-0.119,0.912,3.296,-3.052,1.648
-0.329,-0.129,0.906,2.625,-3.662,2.258
-0.326,-0.130,0.903,2.380,-4.150,1.465
-0.331,-0.133,0.900,1.709,-4.211,0.244
-0.339,-0.133,0.898,1.343,-4.272,-0.732
-0.346,-0.135,0.895,1.648,-4.089,-0.793
-0.346,-0.139,0.891,1.465,-4.150,-0.427
-0.339,-0.137,0.886,1.221,-3.540,0.427
-0.336,-0.138,0.894,0.061,-3.113,0.732
-0.338,-0.126,0.906,-0.305,-1.892,0.244
-0.341,-0.120,0.918,0.916,-0.916,0.183
-0.342,-0.120,0.921,3.723,-0.427,0.793
-0.344,-0.127,0.914,5.676,0.122,1.099
-0.333,-0.132,0.911,5.859,0.122,1.526
-0.335,-0.141,0.913,4.395,-0.549,1.099
-0.339,-0.139,0.922,2.991,-1.343,0.061
-0.343,-0.136,0.928,2.747,-1.770,-1.221
-0.347,-0.135,0.927,3.540,-2.380,-1.526
-0.344,-0.136,0.923,5.127,-2.625,-1.038
-0.339,-0.134,0.923,5.554,-2.747,-0.549
-0.337,-0.129,0.923,5.981,-1.892,-1.587
-0.339,-0.125,0.923,4.272,-2.502,-1.404
-0.344,-0.121,0.920,2.502,-1.953,-2.136
-0.351,-0.116,0.918,1.099,-3.662,-1.465
-0.353,-0.112,0.911,0.305,-3.479,-1.038
-0.346,-0.112,0.908,-0.793,-4.578,1.038
-0.343,-0.120,0.915,-2.197,-3.052,0.916
-0.340,-0.124,0.921,-0.244,-3.723,0.000
-0.343,-0.126,0.924,-0.122,-3.784,0.000
-0.345,-0.124,0.920,2.502,-4.639,-1.099
-0.344,-0.117,0.916,3.418,-5.615,-1.343
-0.347,-0.112,0.915,3.296,-5.554,-1.587
-0.353,-0.107,0.914,2.930,-5.127,-0.977
-0.357,-0.108,0.910,3.296,-4.517,-0.427
-0.357,-0.108,0.904,2.625,-4.150,0.732
-0.351,-0.113,0.898,2.991,-3.418,1.526
-0.351,-0.122,0.893,3.174,-2.441,2.319
-0.346,-0.126,0.891,2.380,-1.709,2.197

-0.507,-0.662,2.011,-105.774,415.283,49.316
-0.433,-0.645,2.135,-104.492,406.860,59.814
-0.233,-0.629,2.146,-110.901,372.620,69.092
-0.175,-0.592,2.031,-116.516,314.880,58.960
-0.250,-0.465,1.792,-111.206,249.512,34.790
-0.405,-0.286,1.656,-103.088,201.721,11.780
-0.519,-0.170,1.663,-83.862,184.814,0.671
-0.551,-0.151,1.739,-56.213,191.284,2.075
-0.529,-0.174,1.789,-31.860,197.449,7.996
-0.487,-0.146,1.855,-18.860,187.927,11.963
-0.607,-0.165,1.722,-20.569,165.283,10.925
-0.496,0.025,1.711,-19.714,148.254,19.714
-0.347,-0.070,1.580,3.357,127.258,26.978
-0.303,-0.166,1.366,11.047,102.844,18.188
-0.371,-0.132,1.212,-4.150,80.383,3.601
-0.435,-0.010,1.158,-21.179,66.040,-3.662
-0.467,0.101,1.139,-32.654,59.937,-1.526
-0.483,0.147,1.147,-28.198,64.026,6.226
-0.454,0.105,1.149,-13.855,73.425,15.076
-0.425,0.052,1.164,-1.099,81.177,21.790
-0.395,-0.020,1.185,4.211,83.435,26.794
-0.312,0.021,1.176,-3.113,81.726,31.799
-0.260,-0.062,1.287,2.808,67.688,37.415
-0.219,-0.131,1.239,0.549,44.189,27.649
-0.252,-0.112,1.167,-0.305,20.264,14.282
-0.340,-0.074,1.092,-2.441,6.165,1.831
-0.348,-0.025,1.043,0.671,3.357,-0.854
-0.360,-0.043,1.010,4.700,5.066,-0.427
-0.364,-0.015,1.005,5.249,7.996,2.441
-0.370,-0.020,1.015,6.348,10.559,5.493
-0.365,-0.014,1.032,6.042,12.024,10.254
-0.344,-0.031,1.040,5.798,12.695,15.625
-0.309,-0.058,1.020,5.737,11.108,20.142
-0.278,-0.099,0.986,4.944,5.920,22.583
-0.270,-0.124,0.947,2.075,-2.014,20.996
-0.277,-0.135,0.918,-0.610,-9.399,16.174
-0.297,-0.133,0.897,-1.465,-13.000,10.437
-0.309,-0.118,0.885,-0.305,-13.672,6.226
-0.319,-0.106,0.882,1.526,-11.597,3.296
-0.331,-0.097,0.882,3.235,-8.484,2.075
-0.339,-0.093,0.893,4.517,-4.578,2.197
-0.339,-0.098,0.899,5.615,-1.526,3.723
-0.330,-0.097,0.903,5.615,0.427,5.371
-0.323,-0.101,0.899,4.639,0.610,6.531
-0.311,-0.102,0.889,3.601,-0.305,7.263
-0.298,-0.103,0.881,3.052,-2.075,7.019
-0.296,-0.105,0.875,3.479,-4.211,5.615
-0.307,-0.104,0.869,3.418,-5.859,3.296
-0.315,-0.101,0.871,3.052,-6.470,1.587
-0.322,-0.093,0.878,2.991,-5.859,0.549
-0.329,-0.090,0.892,2.808,-4.028,0.366
-0.336,-0.082,0.919,3.418,-1.160,0.549
-0.335,-0.071,0.950,5.737,2.136,1.465
-0.337,-0.069,0.971,8.667,3.906,2.808
-0.325,-0.075,0.974,12.146,3.906,3.784
-0.315,-0.089,0.963,14.465,2.258,3.662
-0.312,-0.105,0.939,13.672,-0.977,2.563
-0.310,-0.118,0.918,12.146,-3.845,0.366
-0.318,-0.128,0.910,7.874,-5.920,-1.831
-0.327,-0.129,0.913,3.418,-7.446,-3.113
-0.328,-0.118,0.921,0.122,-7.935,-3.479
-0.330,-0.109,0.924,-1.587,-7.568,-3.540
-0.329,-0.107,0.928,-2.319,-6.897,-3.174
-0.335,-0.103,0.927,-2.258,-5.981,-2.502
-0.331,-0.099,0.926,-3.418,-4.700,-1.099
-0.327,-0.094,0.927,-3.235,-4.089,0.427
-0.317,-0.092,0.918,-0.549,-3.723,1.221
-0.314,-0.095,0.908,1.221,-4.089,0.671
-0.318,-0.087,0.897,1.160,-4.700,-0.916
-0.333,-0.083,0.891,1.953,-6.348,-2.319
-0.336,-0.072,0.891,2.258,-6.165,-3.296
-0.339,-0.066,0.894,2.136,-5.066,-3.235
-0.343,-0.064,0.904,1.770,-4.578,-2.319
-0.339,-0.072,0.904,1.892,-3.052,-0.977
-0.332,-0.077,0.908,0.977,-1.709,-0.122
-0.326,-0.075,0.912,-0.061,-1.770,0.427
-0.322,-0.066,0.914,-1.343,-2.258,0.427
-0.323,-0.058,0.911,-0.488,-2.686,0.061
-0.327,-0.061,0.906,0.916,-3.174,-0.183
-0.332,-0.062,0.902,2.136,-3.174,-0.183
-0.339,-0.064,0.903,2.502,-2.747,-0.427
-0.343,-0.065,0.906,2.197,-2.319,-0.183
-0.346,-0.072,0.914,2.136,-1.953,0.671
-0.339,-0.082,0.923,2.441,-1.282,1.282
-0.335,-0.089,0.926,3.113,-0.977,1.648
-0.330,-0.090,0.925,3.418,-0.610,2.197
-0.331,-0.086,0.922,3.540,-0.122,2.197
-0.334,-0.084,0.924,2.441,0.366,2.197
-0.338,-0.081,0.928,1.282,0.061,2.380
-0.336,-0.078,0.932,0.671,-0.610,2.747
-0.334,-0.082,0.932,0.549,-0.671,3.052
-0.333,-0.093,0.934,0.854,-0.427,3.174
-0.334,-0.099,0.939,1.221,-0.061,2.991
-0.326,-0.097,0.948,1.343,-0.244,2.136
-0.325,-0.094,0.952,1.526,-1.160,0.854
-0.329,-0.090,0.946,1.770,-2.747,-0.549
-0.334,-0.085,0.932,1.343,-3.967,-1.648
-0.341,-0.083,0.919,1.221,-5.005,-1.953
-0.344,-0.081,0.906,0.671,-4.944,-1.892
-0.346,-0.088,0.897,0.061,-4.822,-1.038
-0.342,-0.093,0.894,-0.061,-4.578,-0.183
-0.341,-0.090,0.905,-1.221,-3.906,0.244
-0.335,-0.084,0.921,-0.977,-3.174,0.549
-0.339,-0.078,0.932,0.549,-2.136,0.366
-0.331,-0.078,0.930,2.625,-2.136,0.793
-0.329,-0.078,0.929,3.723,-2.563,0.916
-0.332,-0.088,0.935,4.028,-3.479,0.244
-0.339,-0.090,0.939,2.502,-3.967,-0.732
-0.342,-0.094,0.942,1.160,-3.906,-0.427
-0.344,-0.093,0.943,1.221,-3.906,0.061
-0.339,-0.100,0.949,1.892,-4.028,-0.061
-0.339,-0.099,0.956,1.953,-4.700,-0.427
-0.341,-0.093,0.970,1.099,-5.127,-1.038
-0.339,-0.092,0.980,0.916,-5.188,-1.404
-0.341,-0.094,0.988,1.343,-5.676,-1.526
-0.345,-0.092,0.998,1.831,-6.531,-1.648
-0.348,-0.098,1.011,1.831,-7.446,-1.160
-0.348,-0.102,1.021,2.991,-8.606,-0.916
-0.350,-0.107,1.025,4.333,-10.254,-0.916

0.137,-0.485,1.954,-62.683,416.687,174.011
0.130,-0.533,2.063,-54.077,401.245,174.500
0.142,-0.544,2.253,-61.340,387.146,172.302
0.162,-0.602,2.516,-73.425,371.582,166.504
0.193,-0.660,2.763,-81.848,350.891,158.325
0.210,-0.740,2.891,-75.256,313.660,144.958
0.155,-0.791,2.859,-63.293,257.874,123.901
0.077,-0.790,2.666,-57.373,190.674,94.299
-0.069,-0.755,2.413,-63.232,125.671,64.514
-0.075,-0.766,2.102,-74.097,72.937,39.429
-0.231,-0.404,1.904,-99.915,36.194,23.010
-0.242,-0.304,1.792,-76.416,13.794,22.461
-0.192,-0.374,1.611,-38.147,0.793,8.301
-0.231,-0.296,1.439,-14.832,-5.188,-1.099
-0.227,-0.317,1.332,3.052,-6.958,-4.700
-0.251,-0.300,1.210,10.315,-7.629,-5.981
-0.270,-0.282,1.120,6.287,-10.071,-3.723
-0.291,-0.242,1.042,-6.287,-12.573,-1.282
-0.289,-0.220,0.969,-15.869,-11.841,0.244
-0.296,-0.215,0.930,-20.752,-10.925,-1.343
-0.299,-0.185,0.903,-25.452,-10.864,-2.869
-0.301,-0.145,0.895,-26.428,-12.329,-4.639
-0.304,-0.111,0.891,-19.287,-13.977,-6.348
-0.300,-0.096,0.874,-7.019,-12.939,-6.775
-0.298,-0.090,0.852,3.845,-10.071,-6.409
-0.303,-0.092,0.829,11.780,-6.104,-5.859
-0.296,-0.122,0.823,13.672,-3.174,-5.310
-0.315,-0.076,0.821,10.376,0.122,-3.235
-0.309,-0.131,0.845,10.803,1.038,-1.831
-0.313,-0.097,0.856,2.625,1.648,1.038
-0.314,-0.097,0.879,-0.244,3.113,4.761
-0.302,-0.114,0.898,-2.808,5.432,6.348
-0.284,-0.120,0.916,-5.859,6.531,7.446
-0.286,-0.127,0.929,-9.216,5.615,6.958
-0.286,-0.136,0.939,-12.634,2.991,5.371
-0.294,-0.136,0.946,-16.052,-0.610,3.906
-0.305,-0.127,0.955,-17.517,-4.761,3.479
-0.312,-0.116,0.947,-14.771,-6.775,3.784
-0.313,-0.121,0.933,-7.141,-5.920,4.272
-0.310,-0.136,0.915,2.625,-3.296,4.761
-0.302,-0.148,0.898,10.071,-0.183,4.883
-0.305,-0.155,0.894,12.512,1.709,4.944
-0.304,-0.161,0.899,11.353,3.357,5.554
-0.296,-0.173,0.908,7.446,4.883,6.348
-0.300,-0.181,0.923,3.174,4.700,7.202
-0.300,-0.181,0.937,-0.854,3.418,7.202
-0.277,-0.188,0.933,-0.793,1.892,7.263
-0.274,-0.211,0.935,-0.122,-0.244,4.395
-0.275,-0.212,0.933,-3.235,-3.113,1.770
-0.280,-0.199,0.922,-6.958,-5.493,-0.549
-0.281,-0.168,0.927,-8.118,-6.104,-1.770
-0.285,-0.149,0.942,-5.859,-5.066,-2.686
-0.287,-0.143,0.948,-1.099,-3.357,-2.991
-0.289,-0.145,0.947,3.235,-1.282,-2.808
-0.293,-0.148,0.946,5.310,-1.343,-2.808
-0.300,-0.152,0.947,5.432,-1.831,-2.625
-0.304,-0.157,0.944,5.615,-2.380,-2.625
-0.302,-0.163,0.944,4.700,-3.113,-2.808
-0.298,-0.167,0.945,3.357,-4.700,-3.052
-0.298,-0.163,0.940,1.343,-6.104,-4.028
-0.297,-0.161,0.938,-0.549,-7.446,-5.859
-0.306,-0.144,0.931,-0.977,-7.874,-7.324
-0.303,-0.141,0.929,-0.488,-8.728,-8.362
-0.309,-0.130,0.932,-1.526,-9.583,-8.911
-0.313,-0.128,0.940,-2.319,-10.071,-8.057
-0.317,-0.128,0.936,-1.465,-9.338,-6.165
-0.316,-0.137,0.935,1.160,-7.202,-4.883
-0.312,-0.150,0.928,4.639,-4.822,-4.211
-0.310,-0.155,0.922,5.859,-4.517,-3.662
-0.309,-0.151,0.922,5.066,-3.906,-4.089
-0.307,-0.143,0.923,3.601,-4.211,-4.578
-0.313,-0.137,0.922,2.258,-5.249,-4.700
-0.311,-0.130,0.928,1.221,-6.165,-4.578
-0.315,-0.128,0.929,0.549,-6.531,-4.517
-0.319,-0.131,0.931,0.122,-6.958,-4.150
-0.323,-0.132,0.934,-0.488,-6.653,-3.845
-0.327,-0.133,0.934,-1.343,-6.897,-3.479
-0.331,-0.130,0.935,-2.563,-6.897,-2.686
-0.326,-0.126,0.937,-1.953,-6.409,-1.465
-0.316,-0.125,0.938,0.061,-5.615,-0.488
-0.312,-0.126,0.945,1.648,-5.127,-0.366
-0.312,-0.125,0.942,3.540,-5.432,-1.160
-0.317,-0.130,0.932,4.883,-6.775,-2.197
-0.319,-0.131,0.927,4.822,-8.057,-3.296
-0.322,-0.130,0.919,4.578,-9.705,-4.089
-0.333,-0.130,0.909,3.540,-11.047,-4.761
-0.343,-0.129,0.897,2.930,-11.108,-5.066
-0.345,-0.129,0.886,2.869,-10.437,-4.639
-0.354,-0.120,0.880,1.160,-10.315,-3.296
-0.350,-0.119,0.880,-0.732,-8.423,-1.831
-0.349,-0.116,0.882,-1.953,-6.836,-0.305
-0.350,-0.113,0.880,-2.930,-5.188,1.221
-0.349,-0.113,0.880,-2.991,-3.784,1.831
-0.347,-0.114,0.872,-2.014,-3.601,2.197
-0.347,-0.127,0.867,0.366,-3.906,1.221
-0.346,-0.132,0.867,1.343,-3.906,0.305
-0.343,-0.126,0.863,1.343,-3.845,-0.305
-0.343,-0.117,0.860,1.465,-3.540,-1.160
-0.342,-0.108,0.865,1.770,-3.479,-1.831
-0.345,-0.101,0.874,2.197,-2.991,-2.075
-0.346,-0.098,0.879,2.686,-2.136,-1.404
-0.339,-0.104,0.881,2.930,-0.305,0.488
-0.333,-0.106,0.885,2.563,1.404,2.380
-0.326,-0.112,0.897,1.587,2.991,3.784
-0.321,-0.111,0.910,0.977,4.272,4.761
-0.314,-0.108,0.920,0.427,4.578,5.676
-0.308,-0.111,0.931,0.671,4.639,5.920
-0.307,-0.118,0.936,1.770,4.272,5.737
-0.308,-0.125,0.943,2.502,3.296,5.615
-0.312,-0.134,0.948,3.052,2.319,5.249
-0.314,-0.141,0.948,3.113,2.136,4.944
-0.317,-0.145,0.951,2.808,2.075,4.700
-0.318,-0.146,0.961,2.197,2.319,4.700
-0.320,-0.141,0.966,2.136,1.770,4.028
-0.322,-0.139,0.965,2.869,0.732,3.662
-0.324,-0.142,0.960,3.784,-0.122,2.869
