aX,aY,aZ,gX,gY,gZ
-0.506,-0.111,0.907,12.756,9.766,6.348
-0.516,-0.145,0.880,13.550,5.981,3.967
-0.540,-0.153,0.856,4.700,6.653,-1.038
-0.532,-0.132,0.833,-1.221,9.583,-1.526
-0.523,-0.121,0.861,-8.484,10.681,0.488
-0.504,-0.091,0.881,-14.160,11.047,1.526
-0.483,-0.077,0.903,-11.963,7.996,0.916
-0.496,-0.068,0.891,-9.338,4.639,-1.648
-0.499,-0.056,0.874,-4.944,4.211,-2.930
-0.505,-0.059,0.860,3.479,1.343,-4.456
-0.504,-0.070,0.838,9.521,-0.244,-5.737
-0.508,-0.084,0.815,12.207,-1.099,-6.165
-0.519,-0.096,0.794,10.559,-2.075,-6.531
-0.537,-0.083,0.778,5.798,-0.427,-6.348
-0.543,-0.070,0.776,0.488,4.150,-5.188
-0.533,-0.057,0.796,-4.211,8.179,-3.662
-0.520,-0.046,0.829,-7.019,9.949,-2.319
-0.509,-0.039,0.853,-5.005,9.216,-1.648
-0.499,-0.048,0.871,-3.479,6.714,-0.793
-0.498,-0.059,0.875,-1.892,3.601,0.366
-0.498,-0.071,0.866,0.366,1.587,-0.854
-0.500,-0.080,0.854,2.136,-0.305,-2.197
-0.501,-0.078,0.847,2.441,-1.282,-3.296
-0.499,-0.075,0.842,1.831,-0.305,-4.883
-0.500,-0.063,0.837,3.662,-1.465,-7.202
-0.509,-0.049,0.829,4.333,-1.343,-8.789
-0.518,-0.044,0.830,2.380,-0.732,-7.812
-0.517,-0.033,0.835,0.916,0.183,-5.981
-0.517,-0.030,0.848,0.427,1.343,-5.737
-0.510,-0.028,0.859,-1.587,1.465,-4.700
-0.506,-0.033,0.869,0.366,-1.221,-3.601
-0.507,-0.039,0.859,2.747,-2.197,-3.357
-0.510,-0.045,0.847,4.333,-4.272,-2.686
-0.504,-0.044,0.833,4.028,-4.089,-2.991
-0.512,-0.044,0.827,4.028,-4.761,-3.357
-0.516,-0.041,0.828,3.174,-4.395,-3.540
-0.515,-0.037,0.832,4.028,-2.502,-3.296
-0.508,-0.041,0.840,5.310,-2.014,-2.319
-0.510,-0.054,0.837,6.287,-0.366,-2.930
-0.508,-0.062,0.834,5.310,-0.854,-2.380
-0.504,-0.062,0.824,3.235,-1.099,-2.808
-0.500,-0.057,0.822,-1.587,-0.977,-2.686
-0.508,-0.054,0.826,-2.075,-3.418,-1.953
-0.508,-0.057,0.832,0.061,-2.625,-1.709
-0.498,-0.058,0.839,1.709,-0.671,-1.648
-0.500,-0.060,0.837,1.709,-0.793,-1.892
-0.500,-0.059,0.832,-1.465,-1.221,-1.831
-0.508,-0.050,0.829,-3.845,-0.977,-1.892
-0.517,-0.043,0.829,-3.967,-0.427,-1.953
-0.517,-0.041,0.833,-3.296,0.305,-1.587
-0.510,-0.043,0.834,0.916,0.549,-1.526
-0.509,-0.048,0.838,4.822,0.977,-1.831
-0.509,-0.047,0.838,4.761,1.038,-1.282
-0.513,-0.041,0.839,4.761,1.526,-1.404
-0.508,-0.033,0.846,2.747,2.136,-0.671
-0.505,-0.023,0.860,0.000,3.113,-1.404
-0.508,-0.023,0.864,1.465,-0.183,-0.854
-0.510,-0.025,0.862,2.258,-0.671,-1.099
-0.512,-0.033,0.856,3.418,-2.136,-0.610
-0.512,-0.045,0.849,3.906,-1.831,-0.916
-0.513,-0.052,0.845,3.479,-2.319,-0.183
-0.510,-0.050,0.840,0.610,-0.732,-0.793
-0.506,-0.047,0.841,0.061,-2.014,-1.648
-0.504,-0.037,0.842,-2.869,-2.197,-1.160
-0.501,-0.030,0.847,-2.563,-1.953,-1.953
-0.505,-0.028,0.844,-1.343,-1.770,-1.526
-0.505,-0.035,0.837,1.831,-2.808,-1.526
-0.510,-0.041,0.824,1.831,-2.502,-0.977
-0.514,-0.044,0.820,0.977,-3.235,-0.671
-0.509,-0.051,0.824,-0.732,-2.686,-0.671
-0.502,-0.053,0.828,-0.793,-1.343,-0.793
-0.499,-0.051,0.832,1.343,-2.258,-0.916

-0.355,-0.427,1.899,-70.496,230.103,75.806
-0.408,-0.439,1.969,-63.354,210.266,68.298
-0.486,-0.368,2.101,-62.866,193.481,59.570
-0.643,-0.641,1.874,-82.520,174.927,49.133
-0.624,-0.065,2.081,-101.318,173.157,72.571
-0.519,-0.243,2.336,-9.216,128.540,73.425
-0.552,-0.579,1.975,13.000,106.445,37.720
-0.717,-0.486,1.867,-23.743,94.788,37.354
-0.722,-0.566,1.677,-35.645,75.562,42.725
-0.681,-0.161,1.661,-54.749,69.275,53.955
-0.575,-0.187,1.696,-7.446,49.805,47.241
-0.555,-0.422,1.520,33.142,33.386,22.339
-0.538,-0.427,1.293,33.203,36.987,15.076
-0.448,-0.382,1.269,30.396,24.475,13.428
-0.423,-0.380,1.253,16.174,4.395,4.517
-0.420,-0.318,1.179,5.005,-7.202,-3.235
-0.390,-0.275,1.086,12.573,-12.939,-8.057
-0.393,-0.255,1.005,22.583,-20.508,-15.259
-0.391,-0.221,0.906,28.137,-23.560,-18.799
-0.385,-0.222,0.822,37.476,-24.170,-22.644
-0.377,-0.222,0.774,43.152,-26.489,-24.780
-0.385,-0.218,0.738,39.185,-27.100,-25.635
-0.392,-0.204,0.713,29.480,-23.499,-24.780
-0.398,-0.185,0.715,22.034,-18.616,-22.705
-0.396,-0.185,0.705,16.663,-12.146,-19.775
-0.386,-0.161,0.721,12.329,-7.446,-15.259
-0.371,-0.157,0.749,11.108,-7.141,-12.512
-0.374,-0.159,0.772,9.094,-7.874,-12.085
-0.389,-0.165,0.774,7.385,-7.385,-13.062
-0.403,-0.171,0.772,5.371,-5.981,-13.184
-0.408,-0.167,0.772,1.343,-4.639,-12.024
-0.437,-0.164,0.807,-2.502,-4.883,-9.827
-0.442,-0.153,0.800,-4.150,-1.892,-8.545
-0.442,-0.144,0.798,-2.991,1.099,-7.141
-0.460,-0.148,0.823,-2.319,1.282,-6.226
-0.457,-0.144,0.845,-3.967,1.587,-4.089
-0.443,-0.143,0.866,-5.310,2.197,-3.174
-0.443,-0.154,0.883,-6.714,2.075,-2.625
-0.434,-0.150,0.909,-7.080,0.366,-1.648
-0.430,-0.161,0.918,-5.615,-1.648,-1.770
-0.443,-0.162,0.917,-2.625,-2.869,-3.418
-0.450,-0.162,0.907,0.366,-4.028,-5.066
-0.458,-0.166,0.901,1.526,-4.822,-6.409
-0.464,-0.168,0.900,3.662,-5.432,-6.775
-0.461,-0.165,0.893,4.944,-4.883,-6.653
-0.462,-0.158,0.883,4.639,-4.028,-6.104
-0.462,-0.158,0.883,3.540,-3.784,-5.066
-0.457,-0.157,0.884,1.587,-2.930,-3.845
-0.445,-0.157,0.893,0.183,-2.502,-2.808
-0.434,-0.161,0.901,0.305,-2.808,-2.625
-0.427,-0.166,0.907,0.305,-4.150,-2.686
-0.429,-0.167,0.904,1.587,-6.348,-3.601
-0.434,-0.168,0.890,2.930,-7.629,-4.639
-0.438,-0.169,0.877,3.357,-9.521,-5.249
-0.442,-0.167,0.868,4.089,-9.888,-5.798
-0.448,-0.158,0.855,4.395,-9.705,-6.775
-0.459,-0.156,0.847,4.028,-9.399,-6.775
-0.469,-0.159,0.842,4.333,-9.033,-5.737
-0.463,-0.127,0.830,3.113,-7.629,-3.052
-0.485,-0.154,0.827,0.977,-5.981,-1.343
-0.462,-0.152,0.842,2.014,-2.930,-0.732
-0.449,-0.152,0.846,1.587,-1.160,1.404
-0.444,-0.164,0.857,1.648,-1.587,2.075
-0.436,-0.165,0.862,0.671,-3.296,1.770
-0.440,-0.166,0.877,-0.977,-5.859,0.366
-0.449,-0.172,0.872,1.282,-7.019,-1.404
-0.453,-0.173,0.865,4.333,-7.568,-2.441
-0.456,-0.173,0.858,5.188,-8.057,-2.808
-0.461,-0.168,0.849,5.005,-8.362,-3.296
-0.474,-0.154,0.846,3.235,-7.812,-3.235
-0.473,-0.147,0.847,1.465,-6.226,-2.136
-0.473,-0.145,0.857,1.770,-5.493,-0.671
-0.470,-0.148,0.862,2.197,-4.333,0.732
-0.462,-0.151,0.865,2.258,-3.540,1.343
-0.455,-0.159,0.869,1.953,-3.906,1.160
-0.451,-0.163,0.870,1.343,-5.798,0.427
-0.452,-0.159,0.866,-0.427,-8.118,-0.854
-0.459,-0.157,0.865,-1.465,-9.521,-1.953
-0.469,-0.150,0.869,-0.549,-10.620,-3.113
-0.475,-0.149,0.864,0.732,-10.376,-3.296
-0.476,-0.149,0.857,2.075,-10.132,-2.808
-0.481,-0.145,0.854,3.052,-9.766,-1.892
-0.485,-0.143,0.845,3.479,-8.911,-0.610
-0.484,-0.144,0.840,3.784,-8.545,1.221
-0.479,-0.146,0.832,3.967,-7.141,2.014
-0.474,-0.152,0.825,3.479,-5.493,3.052
-0.472,-0.156,0.826,2.625,-4.822,3.479
-0.468,-0.154,0.828,1.465,-4.272,3.662
-0.461,-0.160,0.832,-0.183,-3.479,3.418
-0.461,-0.161,0.833,-0.244,-5.066,2.563
-0.462,-0.166,0.829,-1.038,-5.554,0.427
-0.470,-0.166,0.823,-1.465,-7.202,-1.221
-0.480,-0.160,0.828,-3.906,-8.057,-0.732
-0.491,-0.158,0.832,-4.700,-6.653,-1.343
-0.492,-0.150,0.842,-5.005,-5.066,-0.427
-0.498,-0.146,0.854,-4.028,-4.517,0.977
-0.493,-0.148,0.866,-3.174,-2.258,2.197
-0.494,-0.151,0.871,0.671,-2.563,3.235
-0.490,-0.164,0.876,1.648,-1.648,4.211
-0.488,-0.170,0.879,3.174,-2.869,4.089
-0.487,-0.174,0.883,1.770,-4.883,5.005
-0.481,-0.176,0.889,0.366,-4.333,2.930
-0.485,-0.179,0.887,1.587,-6.409,0.610
-0.492,-0.187,0.890,0.122,-7.629,-0.244
-0.496,-0.192,0.878,0.122,-9.338,-1.831
-0.494,-0.195,0.873,-0.366,-9.583,-2.563
-0.491,-0.192,0.870,-0.061,-10.437,-4.089
-0.491,-0.186,0.875,-2.808,-11.719,-4.272
-0.493,-0.177,0.889,-6.042,-10.315,-5.798
-0.498,-0.163,0.898,-5.615,-10.315,-7.507
-0.507,-0.153,0.899,-1.648,-11.963,-7.568
-0.513,-0.146,0.891,2.136,-13.245,-4.150
-0.509,-0.150,0.877,5.127,-13.672,-2.319
-0.501,-0.158,0.867,6.409,-13.184,-1.343
-0.496,-0.164,0.857,5.798,-13.672,-1.404
-0.494,-0.164,0.850,3.601,-15.381,-2.380
-0.498,-0.160,0.843,2.380,-16.418,-3.845
-0.502,-0.155,0.829,4.150,-17.639,-5.432
-0.508,-0.152,0.819,3.967,-18.494,-5.493

-0.717,-0.703,2.370,-109.070,348.511,203.430
-0.710,-0.846,2.616,-92.041,321.655,215.698
-0.696,-0.977,2.496,-50.659,278.259,213.562
-0.674,-1.077,2.162,-16.846,226.990,199.158
-0.638,-1.097,1.784,-11.841,181.152,174.377
-0.616,-1.076,1.430,-24.963,152.100,141.174
-0.595,-1.011,1.166,-50.232,140.503,101.196
-0.566,-0.862,1.009,-86.121,137.817,60.974
-0.564,-0.642,0.987,-124.695,137.390,23.987
-0.622,-0.430,1.070,-147.766,139.771,-2.808
-0.664,-0.242,1.145,-143.677,148.193,-11.963
-0.650,-0.115,1.201,-120.483,160.095,-6.104
-0.636,-0.083,1.247,-85.510,170.776,8.667
-0.589,0.005,1.181,-62.073,182.556,27.893
-0.486,-0.095,1.267,-42.236,177.673,49.438
-0.424,-0.092,1.361,-27.588,148.315,63.293
-0.406,-0.184,1.285,-12.146,128.784,64.087
-0.366,-0.266,1.200,0.854,113.098,56.641
-0.367,-0.323,1.177,3.052,97.839,47.424
-0.375,-0.359,1.145,-1.709,88.013,36.438
-0.394,-0.377,1.166,-11.414,80.383,28.687
-0.363,-0.395,1.188,-23.254,73.914,21.667
-0.366,-0.384,1.225,-34.668,64.270,14.038
-0.366,-0.336,1.233,-41.687,55.054,7.141
-0.375,-0.304,1.240,-40.527,46.509,1.587
-0.370,-0.270,1.254,-31.067,38.269,0.061
-0.352,-0.263,1.252,-16.235,32.104,-0.427
-0.339,-0.260,1.229,-1.404,23.132,-0.244
-0.334,-0.260,1.183,10.315,11.353,-0.244
-0.334,-0.265,1.116,17.456,0.244,-0.671
-0.344,-0.276,1.046,20.569,-6.958,-2.075
-0.348,-0.265,0.979,19.531,-11.169,-2.441
-0.351,-0.267,0.924,15.503,-11.475,-2.747
-0.351,-0.261,0.885,9.277,-10.925,-2.075
-0.352,-0.265,0.854,4.211,-8.667,-1.953
-0.352,-0.246,0.828,0.122,-5.432,0.732
-0.332,-0.250,0.826,-3.540,-3.357,1.465
-0.324,-0.236,0.841,-12.695,-2.869,2.441
-0.310,-0.222,0.851,-15.808,-3.357,3.784
-0.315,-0.208,0.849,-13.428,-1.953,4.822
-0.318,-0.204,0.834,-6.775,-1.282,4.883
-0.324,-0.212,0.816,-1.953,-0.305,4.639
-0.331,-0.224,0.800,1.831,-0.183,3.113
-0.337,-0.234,0.803,0.183,0.488,1.038
-0.341,-0.232,0.812,-2.014,1.465,-0.732
-0.349,-0.213,0.828,-4.211,3.906,-2.197
-0.351,-0.196,0.845,-6.470,7.385,-2.319
-0.345,-0.182,0.870,-7.019,11.108,-1.221
-0.341,-0.177,0.896,-7.263,13.123,-0.305
-0.336,-0.169,0.930,-8.484,12.512,1.465
-0.329,-0.176,0.963,-8.850,9.705,3.113
-0.321,-0.186,0.976,-7.019,5.371,4.150
-0.321,-0.194,0.980,-5.432,0.549,4.150
-0.326,-0.204,0.970,-2.625,-2.808,3.174
-0.334,-0.214,0.952,0.671,-4.517,1.526
-0.339,-0.217,0.941,3.174,-4.883,0.000
-0.342,-0.219,0.931,4.883,-4.089,-1.404
-0.344,-0.213,0.927,5.188,-2.625,-2.319
-0.348,-0.203,0.927,4.761,-1.465,-2.380
-0.349,-0.198,0.927,3.906,-0.916,-1.709
-0.343,-0.199,0.930,3.235,-0.793,-0.244
-0.336,-0.204,0.926,3.418,-1.221,0.671
-0.334,-0.213,0.920,4.517,-2.502,0.977
-0.336,-0.220,0.909,5.066,-3.174,0.793
-0.338,-0.224,0.898,7.202,-4.150,0.854
-0.337,-0.224,0.888,8.362,-3.906,0.671
-0.333,-0.223,0.885,9.888,-3.540,0.916
-0.332,-0.220,0.878,11.902,-2.380,0.366
-0.334,-0.219,0.870,13.245,-0.916,0.488
-0.326,-0.218,0.868,14.465,-0.305,0.671
-0.328,-0.228,0.860,14.648,1.343,1.221
-0.331,-0.234,0.864,14.282,2.747,1.099
-0.332,-0.241,0.862,14.465,3.174,1.282
-0.331,-0.243,0.868,12.085,4.456,1.343
-0.327,-0.243,0.877,10.803,4.395,1.465
-0.326,-0.245,0.888,9.338,3.906,1.526
-0.327,-0.248,0.888,8.484,3.479,1.099
-0.325,-0.244,0.894,6.592,2.197,1.160
-0.330,-0.243,0.898,5.676,0.671,0.916
-0.336,-0.244,0.903,5.493,0.366,0.671
-0.334,-0.248,0.905,5.798,1.160,0.916
-0.333,-0.255,0.907,7.874,1.648,0.183
-0.328,-0.254,0.908,7.751,1.160,0.977
-0.326,-0.253,0.918,5.249,1.892,1.282
-0.328,-0.252,0.926,4.822,2.136,-0.244
-0.329,-0.247,0.935,5.798,0.183,-0.916
-0.329,-0.244,0.947,4.456,-1.709,0.183
-0.333,-0.248,0.950,5.554,-0.671,-0.244
-0.332,-0.255,0.944,8.789,-1.831,-0.549
-0.333,-0.265,0.933,8.606,-2.625,0.549
-0.330,-0.267,0.922,7.263,-2.808,0.183
-0.329,-0.269,0.912,6.592,-4.089,0.000
-0.326,-0.267,0.905,4.883,-3.540,-0.977
-0.323,-0.259,0.900,3.723,-3.174,-1.831
-0.323,-0.250,0.901,3.235,-3.113,-3.052
-0.326,-0.241,0.903,3.723,-4.089,-3.296
-0.328,-0.236,0.901,5.066,-3.113,-3.784
-0.330,-0.234,0.893,5.737,-2.258,-3.479
-0.332,-0.229,0.893,7.507,-2.075,-2.625
-0.334,-0.229,0.889,8.911,-0.916,-2.197
-0.336,-0.236,0.882,11.047,0.122,-1.465
-0.332,-0.239,0.877,13.428,0.671,-0.427
-0.330,-0.243,0.869,14.465,1.465,0.122
-0.331,-0.248,0.869,14.160,3.052,0.244
-0.330,-0.249,0.872,16.846,4.028,0.305
-0.335,-0.258,0.884,18.494,6.531,0.977
-0.332,-0.263,0.888,22.583,8.972,1.465
-0.335,-0.282,0.904,24.963,11.414,2.075
-0.334,-0.302,0.924,24.048,12.207,2.441
-0.323,-0.309,0.946,20.935,11.597,2.991
-0.315,-0.316,0.972,17.212,9.521,2.686
-0.314,-0.337,1.008,13.611,6.226,1.282
-0.314,-0.345,1.046,9.277,2.625,-0.183
-0.326,-0.356,1.083,6.104,-1.465,-1.831
-0.338,-0.367,1.101,4.517,-5.554,-3.052
-0.334,-0.382,1.123,3.540,-9.460,-3.540
-0.340,-0.391,1.130,3.967,-14.160,-4.456
-0.336,-0.399,1.130,4.517,-18.677,-6.531
-0.333,-0.399,1.127,4.150,-24.170,-8.789

-0.496,-0.714,1.723,-132.446,353.333,188.721
-0.421,-0.629,1.777,-139.160,338.440,187.073
-0.394,-0.548,1.749,-143.311,318.359,177.307
-0.358,-0.433,1.712,-138.977,299.622,163.574
-0.364,-0.382,1.790,-127.808,282.471,153.259
-0.422,-0.417,1.979,-110.901,266.052,150.330
-0.421,-0.479,2.082,-89.478,249.695,151.733
-0.425,-0.554,2.066,-65.735,227.478,151.733
-0.430,-0.617,1.958,-46.021,200.500,147.888
-0.448,-0.687,1.803,-35.583,175.293,139.343
-0.432,-0.690,1.631,-34.241,157.043,124.390
-0.439,-0.659,1.459,-41.199,141.052,101.563
-0.457,-0.679,1.323,-56.641,123.901,72.876
-0.500,-0.345,1.319,-88.196,116.516,49.744
-0.450,-0.227,1.534,-70.740,96.252,38.025
-0.469,-0.355,1.447,-51.208,82.581,10.376
-0.495,-0.245,1.427,-53.711,85.388,1.709
-0.582,-0.227,1.377,-45.532,78.369,5.188
-0.544,-0.050,1.415,-31.189,74.524,17.822
-0.489,-0.162,1.389,8.606,57.373,29.907
-0.468,-0.321,1.243,19.897,44.678,27.954
-0.446,-0.297,1.119,13.184,36.499,27.039
-0.394,-0.301,1.073,4.883,26.672,21.118
-0.404,-0.288,1.052,-9.094,16.113,12.329
-0.404,-0.248,1.056,-20.325,7.935,6.042
-0.397,-0.208,1.054,-25.940,0.977,2.686
-0.404,-0.188,1.031,-24.048,-4.028,0.916
-0.425,-0.160,0.987,-16.907,-4.761,0.549
-0.401,-0.168,0.945,-3.784,-3.540,1.770
-0.386,-0.199,0.931,7.446,-2.441,1.709
-0.385,-0.219,0.912,13.000,-2.502,1.282
-0.391,-0.232,0.875,13.306,-1.648,0.000
-0.383,-0.221,0.849,9.766,-0.732,-0.610
-0.374,-0.207,0.841,3.479,-1.038,-1.526
-0.380,-0.192,0.837,-2.808,-1.038,-2.075
-0.385,-0.182,0.827,-6.226,0.122,-1.465
-0.387,-0.175,0.815,-6.958,0.305,-0.793
-0.388,-0.176,0.809,-3.845,-0.244,-0.061
-0.386,-0.180,0.808,-0.610,-0.244,0.854
-0.380,-0.185,0.816,2.441,0.427,2.502
-0.374,-0.191,0.824,5.066,3.479,3.540
-0.370,-0.195,0.832,6.958,7.019,3.723
-0.373,-0.202,0.846,6.287,9.949,4.395
-0.376,-0.217,0.861,5.737,12.573,5.371
-0.382,-0.229,0.877,4.089,13.367,6.226
-0.382,-0.239,0.895,2.197,12.024,5.859
-0.381,-0.244,0.904,0.854,9.766,4.700
-0.374,-0.240,0.910,0.305,7.263,2.808
-0.368,-0.234,0.906,1.282,5.066,0.122
-0.361,-0.212,0.899,2.319,3.174,-2.197
-0.362,-0.197,0.891,3.418,2.563,-3.967
-0.369,-0.181,0.886,4.028,3.235,-4.700
-0.369,-0.176,0.888,3.174,4.578,-3.723
-0.368,-0.175,0.892,1.892,6.348,-2.014
-0.368,-0.182,0.898,1.343,7.568,0.244
-0.365,-0.185,0.903,0.183,8.545,2.686
-0.356,-0.195,0.909,-0.671,9.277,4.028
-0.349,-0.204,0.915,-0.610,8.789,4.761
-0.340,-0.210,0.924,-0.488,7.385,3.845
-0.339,-0.208,0.932,-1.160,4.700,0.977
-0.344,-0.203,0.927,0.305,1.648,-2.014
-0.355,-0.192,0.917,1.648,-0.488,-4.333
-0.366,-0.186,0.905,3.723,-2.075,-6.042
-0.383,-0.178,0.891,4.456,-2.747,-6.470
-0.380,-0.171,0.883,4.333,-1.892,-5.981
-0.381,-0.165,0.880,3.357,-0.549,-4.761
-0.384,-0.161,0.877,2.625,0.549,-2.930
-0.379,-0.160,0.882,1.160,2.136,-0.366
-0.367,-0.161,0.886,0.366,3.784,1.709
-0.359,-0.172,0.893,-0.427,4.578,2.991
-0.348,-0.178,0.901,-1.526,3.906,3.418
-0.345,-0.178,0.908,-1.343,1.770,2.686
-0.352,-0.174,0.911,-0.610,-0.183,0.732
-0.353,-0.167,0.912,0.732,-1.282,-0.183
-0.362,-0.165,0.908,2.869,-1.160,-0.977
-0.369,-0.170,0.904,4.456,-0.488,-1.099
-0.376,-0.176,0.900,3.845,0.427,-0.610
-0.378,-0.181,0.894,3.052,1.221,0.793
-0.373,-0.184,0.895,2.014,1.587,2.441
-0.367,-0.189,0.896,0.793,2.319,3.723
-0.358,-0.189,0.895,0.732,2.686,5.005
-0.348,-0.188,0.896,0.732,3.540,5.493
-0.339,-0.192,0.896,1.160,3.662,5.066
-0.327,-0.192,0.896,1.526,2.380,4.761
-0.322,-0.193,0.892,1.587,1.404,3.479
-0.329,-0.197,0.889,0.793,-0.488,2.502
-0.336,-0.205,0.885,-0.061,-0.366,1.221
-0.342,-0.209,0.883,0.061,0.000,0.610
-0.341,-0.212,0.886,0.854,1.221,0.610
-0.337,-0.208,0.892,1.404,1.526,1.709
-0.338,-0.201,0.896,1.770,2.930,1.465
-0.346,-0.200,0.899,2.319,4.150,1.465
-0.346,-0.200,0.905,1.831,4.700,1.465
-0.344,-0.202,0.909,1.160,4.333,1.282
-0.343,-0.201,0.913,-0.122,3.967,0.671
-0.344,-0.198,0.918,-1.221,2.502,-0.366
-0.346,-0.194,0.924,-1.282,1.343,-1.526
-0.347,-0.192,0.924,-0.488,0.366,-2.258
-0.344,-0.188,0.925,0.244,-0.244,-2.930
-0.340,-0.180,0.923,1.343,-0.793,-3.235
-0.339,-0.176,0.922,1.953,-1.099,-3.540
-0.343,-0.172,0.924,2.197,-1.282,-3.845
-0.349,-0.165,0.924,2.625,-1.038,-4.456
-0.355,-0.162,0.927,2.808,-0.854,-4.578
-0.357,-0.157,0.925,2.869,-0.793,-4.639
-0.356,-0.151,0.920,3.418,-1.282,-3.845
-0.356,-0.151,0.916,3.845,-1.404,-2.686
-0.351,-0.153,0.910,4.028,-1.282,-1.648
-0.348,-0.157,0.904,4.517,-1.282,-0.610
-0.344,-0.160,0.899,3.479,-0.977,-0.122
-0.345,-0.161,0.897,2.380,-0.671,-0.061
-0.344,-0.160,0.899,1.587,-0.916,0.549
-0.345,-0.160,0.901,0.305,-1.099,0.977
-0.347,-0.160,0.905,-0.183,-1.404,1.404
-0.344,-0.160,0.910,0.854,-1.526,1.831
-0.345,-0.163,0.911,2.808,-1.404,2.075
-0.344,-0.166,0.908,5.005,-0.793,2.197
-0.342,-0.173,0.906,5.737,-0.671,2.563
-0.343,-0.174,0.906,5.249,-0.488,2.930

-0.294,-0.307,2.139,-104.187,337.646,169.434
-0.346,-0.348,2.037,-66.833,305.542,157.593
-0.404,-0.423,1.897,-39.307,269.592,146.423
-0.504,-0.470,1.825,-36.316,238.281,135.437
-0.615,-0.499,1.819,-46.265,220.581,122.131
-0.693,-0.511,1.871,-50.903,211.670,111.633
-0.720,-0.504,1.899,-46.692,206.482,106.995
-0.701,-0.498,1.849,-37.292,200.623,105.957
-0.637,-0.507,1.773,-23.743,196.045,107.300
-0.598,-0.546,1.667,-14.160,190.430,107.422
-0.397,-0.724,1.634,-14.709,176.575,102.051
-0.443,-0.478,1.619,-47.424,153.809,89.355
-0.444,-0.360,1.735,-37.354,117.981,84.656
-0.415,-0.538,1.686,-6.042,77.637,61.401
-0.500,-0.524,1.571,9.033,50.293,38.879
-0.542,-0.502,1.467,13.977,30.640,26.794
-0.551,-0.533,1.347,14.343,18.433,14.832
-0.564,-0.488,1.248,3.357,12.085,9.277
-0.564,-0.405,1.144,-6.226,12.817,10.315
-0.502,-0.385,1.070,-6.836,17.883,9.827
-0.436,-0.370,1.021,-5.310,21.179,6.409
-0.398,-0.320,0.996,-4.395,21.301,1.587
-0.361,-0.276,0.975,-1.770,18.005,-1.892
-0.347,-0.285,0.900,1.282,12.756,-4.272
-0.356,-0.139,0.944,4.272,1.282,-2.075
-0.345,-0.185,0.906,23.315,-11.719,-4.028
-0.335,-0.229,0.802,34.119,-15.930,-12.085
-0.391,-0.204,0.760,26.978,-18.005,-15.930
-0.421,-0.155,0.736,13.489,-16.479,-15.442
-0.453,-0.124,0.747,2.502,-12.024,-11.108
-0.467,-0.105,0.753,-4.456,-4.883,-5.249
-0.468,-0.101,0.753,-6.348,3.784,0.854
-0.455,-0.110,0.770,-5.920,10.437,6.165
-0.430,-0.114,0.800,-4.883,14.709,9.338
-0.404,-0.119,0.828,-1.770,15.991,9.766
-0.390,-0.135,0.840,1.648,14.648,7.568
-0.386,-0.134,0.851,2.563,11.047,4.517
-0.394,-0.123,0.860,2.441,6.226,1.892
-0.410,-0.124,0.863,3.540,1.648,0.671
-0.427,-0.127,0.864,2.869,0.854,0.610
-0.437,-0.133,0.866,2.380,2.441,1.709
-0.442,-0.135,0.870,1.526,5.249,4.028
-0.447,-0.136,0.880,0.549,8.179,7.324
-0.438,-0.136,0.895,-0.305,10.559,11.230
-0.427,-0.148,0.910,-1.953,12.451,14.099
-0.411,-0.160,0.930,-3.662,11.963,15.991
-0.391,-0.170,0.941,-5.493,10.010,15.930
-0.390,-0.179,0.940,-6.897,6.104,14.587
-0.393,-0.181,0.935,-5.554,2.014,12.634
-0.397,-0.184,0.923,-2.930,-1.282,11.108
-0.403,-0.191,0.907,0.488,-3.113,9.521
-0.413,-0.200,0.895,2.747,-3.906,8.179
-0.413,-0.197,0.887,2.686,-3.784,7.141
-0.418,-0.197,0.888,0.854,-3.174,6.958
-0.422,-0.201,0.893,0.061,-2.136,7.690
-0.416,-0.207,0.892,0.671,-1.404,8.545
-0.404,-0.221,0.892,0.488,-0.854,9.949
-0.391,-0.232,0.893,0.732,-2.075,9.644
-0.387,-0.237,0.891,1.160,-4.395,7.874
-0.384,-0.239,0.882,3.113,-5.920,5.127
-0.392,-0.233,0.863,4.639,-7.690,2.686
-0.394,-0.228,0.851,5.554,-8.545,0.488
-0.399,-0.226,0.841,5.737,-8.911,-1.282
-0.406,-0.229,0.832,5.615,-8.789,-1.953
-0.411,-0.229,0.822,4.700,-8.118,-2.014
-0.420,-0.229,0.818,3.723,-6.592,-1.709
-0.422,-0.230,0.823,2.625,-4.211,-0.854
-0.420,-0.230,0.837,2.075,-1.404,0.244
-0.408,-0.226,0.853,1.892,1.038,1.038
-0.397,-0.222,0.861,1.709,1.953,0.488
-0.395,-0.220,0.866,0.977,-0.488,0.244
-0.398,-0.215,0.862,0.793,-1.465,-1.587
-0.404,-0.211,0.860,2.014,-3.784,-2.686
-0.414,-0.212,0.855,2.808,-3.479,-4.150
-0.415,-0.212,0.849,2.563,-2.747,-4.578
-0.416,-0.209,0.849,1.709,-2.380,-4.700
-0.414,-0.195,0.857,0.549,-2.075,-4.639
-0.418,-0.180,0.869,0.183,-1.221,-4.150
-0.423,-0.171,0.876,0.916,0.366,-3.479
-0.426,-0.166,0.881,1.526,2.014,-1.892
-0.423,-0.168,0.890,3.052,2.869,-0.244
